报表日期,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19931231,19700101
单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
一、营业总收入,1836906600,1240091577,3005712643,1945954089,804121016.1,728717374.4,3538694869,2650524049,1689849608,929785693.1,2819062581,2138677309,1336181202,748338043.2,2048380366,1471332968,840500250.5,398617249.2,1176374148,794531374.9,492603184.7,300206112.8,854867174.5,618910683.2,388843610.1,263617671.3,364868508,278259884.2,141861858.5,74314700.65,485746328,488941016.1,411354051.5,323532486.7,1636186148,1237006101,875846463.8,640877866.7,1481911082,1059347363,660131245.9,419721655.3,1818164507,902231009.4,690323827.3,427552610.9,1673497654,844897632.6,440623225.7,270206685.8,1178914230,875371680.9,547313797.8,352470714.4,1003947466,715495319.8,485177881.3,283129954.3,804908237.9,499647782,322968855.3,182017512,604341384.5,433844757.1,263952310.7,175204378.1,797823145.6,612595390.6,388963546.6,249869860.9,921405286,660613073.3,486021319.6,278430216.4,1071985243,772589752.5,561062719.7,301366888.4,1195268782,658609730.8,1303426523,712286587.2,1270205098,588034301.5,319865398.9,125980751.5,302886268.3,107034680.3,311336875,381916834.1,266160050.2,208353728.8,0
营业收入,1836906600,1240091577,3005712643,1945954089,804121016.1,728717374.4,3538694869,2650524049,1689849608,929785693.1,2819062581,2138677309,1336181202,748338043.2,2048380366,1471332968,840500250.5,398617249.2,1176374148,794531374.9,492603184.7,300206112.8,854867174.5,618910683.2,388843610.1,263617671.3,364868508,278259884.2,141861858.5,74314700.65,485746328,488941016.1,411354051.5,323532486.7,1636186148,1237006101,875846463.8,640877866.7,1481911082,1059347363,660131245.9,419721655.3,1818164507,902231009.4,690323827.3,427552610.9,1673497654,844897632.6,440623225.7,270206685.8,1178914230,875371680.9,547313797.8,352470714.4,1003947466,715495319.8,485177881.3,283129954.3,804507085.8,499623192.4,322949400,182007373,604044940.4,418987358.4,263858255,175129714.4,793718068,609803687.6,386730262.6,248526218.6,918703164.7,655850426,484496401,277556398,1052385217,756659106.6,545192222.2,300954599.4,1144355035,624316779.7,1280558497,701091629.7,1181068079,534047988.5,317257870.8,124569544.7,302598372.3,107067854.4,310606711.7,381979787.4,266312978.8,207918609.9,0
二、营业总成本,1303089578,695826417.6,2042455849,1301142505,692299653.8,465489528,2461504615,1827770973,1237048615,636808216.2,2052064420,1525561259,981268102,546084146.7,1601915709,1146058574,688203989.9,270801420.3,917876821,597199070,374476699.4,196366193.2,746639990.6,511304673,312221839.4,191488335.7,672316386.4,445655033.6,291478045.7,178407467.7,766688060.3,593542024,400410234.2,203765646.3,1130904916,761584498,539178363.1,376047116.2,1098342416,788038491.8,460270027.6,257051289.7,1481673700,735992072,517155280.6,275341429.4,1200950884,632042672.7,305651484.1,144819433.4,709974150.9,521110355.6,332585392.1,215782540.2,584271968.2,445633386.9,318804396,181152484.8,581821293,370659718.7,251280351.1,130378805.2,457051509.7,325885897.3,192735091.4,119151988.5,663021124.4,518073470.5,368949607.2,232270360.3,1077643469,791432486.1,543472309.4,246939917.6,995420457.4,704673007.5,476123421.6,253265449.3,990263354.7,497242631.2,1084729907,564968288.7,967855574.4,417541837.9,291674445.8,123245057.2,271206948.9,0,274759812.8,352881255.2,242322291.5,203642205.1,0
营业成本,283900411,185344785.8,475304889.7,321021162,141699391.6,119894813.1,606306776.9,463793392.9,300603924.5,161935475.8,511212002.5,394122134.3,252031066.7,143750709.9,428853001.5,310701720.6,184711611.5,90166093.08,280401445.6,200962279.1,126571700.4,74981475.13,211147333.6,164843338,100152176.3,64379122.12,116439162,87929489.91,49046942.59,24455384.3,146051272.8,129930380,95921487.35,64488900.43,313901532,238927429.6,172819081.2,125148487.1,400773632.4,300916964.9,169913576.2,85193140.62,808342659,269487051,208828216.9,101735373,595304498,218050413.4,111926364.1,43654825.5,251765690,166864874.2,109849962.2,62281364.98,255109791.7,186002929.7,126810044.2,64088440.95,233521783.8,117026430,77594365.83,31921322.42,144942805.9,94176202.6,53496268.4,36745286.77,336605378.4,300608841.2,245259789.3,161660383.7,620842360.9,456510048.7,327277330.4,172190934.1,698225671.5,485722003.6,343643788.2,179314400.8,695761584.4,364931579.2,852351872.9,466844015.9,800480762.8,331546319.3,261012998.7,107022180,245752185.8,0,256894127,325769615.6,214011816.1,172016489,0
营业税金及附加,286809896.8,189260975.3,468000588.1,309451735,136519187.6,116651497.2,561761494.5,426026788,278589838.2,147054107.9,427633190.2,298404828.2,191491210.3,108005841.1,300757159.3,207807981.1,112748323.8,38141085.73,155134101.6,87712269.35,48302906.98,26854480.21,123539933.9,76503180.91,48736296.95,32530865.6,51000784.27,37491266.32,21037177.3,11071831.54,77821899.68,55153854.74,34663227.11,22487551.7,152464238.6,99880452.3,62652189.87,45100926.75,137160541.7,80931666.11,65970919.5,35587438.73,193732204.5,106798354.7,80436674.44,42762761.97,193477813.7,88998925.65,41601252.27,15256147.84,106198546.7,82504523.32,57907257.35,39074975.02,101000296.9,73959985.06,52047139.55,31545949.55,94287277.53,69510867.37,45723662.55,28787620.59,96811673.88,64164816.54,37284756.2,20861612.86,90962686.56,64588666.47,31244075.78,20821795.16,70650789.48,39277043.46,28841272.23,22214739.59,51096620.24,66580750.68,23304102.2,18354287.85,63888051.63,27627382.77,73060373.38,37621096.33,40926061.18,20847413.44,2434216.2,0,1081959.32,0,1173185.93,1822516.09,1686587.52,937088.44,0
销售费用,583271328.4,268605809.8,840818485.8,495301714.3,294028550.2,172597307.4,1064411970,761156070.8,540704970.1,277154620.4,854337296.7,650225377.4,419159829.6,240363925.4,550684262.3,364154430.2,206892122.2,102187206.5,249680748.7,177399709,102978042.9,56008286.42,188278965.7,153052933.2,85078184.62,56448282.76,259228977.1,187702095.2,123575057.1,91635538.43,366433714.6,277854442.5,182106183.2,81794061.66,468594968.2,316362093.5,230975918.3,176615247.6,417746074.9,310430469.6,158802026.1,112354494.1,341368676.4,273747899.3,165842945.4,101754151.8,298312442.7,255968991.5,102273037.6,59064472.44,233248647.5,192385714.9,109197247.4,91631077.72,146969070.2,119546898,91114274.5,65857550.1,135889193.3,117658655.4,83165038.09,44896284.23,118598403.1,90356110.94,46335383.7,30154322.06,110312887.3,60344543.6,35238921.66,17339288.72,200917193.1,147376018.1,96879128.35,18862699.97,73501385.7,47535587.22,36670625.99,19086938.48,100583234.8,44991273.87,47918015.77,19615949.65,33669784.52,24330105.03,2517760.16,2063659.25,3219552.98,0,3234978.73,2964687.55,1677239.55,5284203.23,0
管理费用,164510138,60855342.93,279504405.8,190324502.7,131452231.5,63032422.57,249809625.4,191545593.5,127437525.6,54916946.01,269668134.4,196869148,129050452.6,56594933.72,225922552.2,167822785.9,98702925.37,44374839.28,180910908,124115654.6,88262013.42,30094683.03,163877286.9,108506875.5,73534005.56,38377879.37,185327174.2,128213231.4,92360116.56,52203942.33,182635883.4,128513890.4,89647619.56,38721749.77,178845264.3,118079514.9,73841169.65,31608348.31,159837989.8,101301518,63180032.6,25447416.98,121603901.3,81414736.31,57955541.92,28873506.97,99335033.28,64561462.13,45665719.66,27283888.53,109953437.8,68102674.72,45698255.14,21579472.93,79837980.46,63487406.55,48446007.29,18944818.75,96752851.3,50120929.73,34083225.04,20093037.84,75696608.79,61310742.5,46167948.32,27151667.84,100313572.6,70411427.39,41841848.78,22847539.35,152471633.2,122978158.2,73286824.35,26237545.09,133382982.1,76911201.86,52517211.48,26615649.13,105316868.9,46996774.4,81352712.61,26224231.15,73696483.49,32889799.58,16695154.57,9759437.39,22770088.98,0,13957468.27,18249831.53,19434463.66,19856862.67,0
财务费用,-17397778.25,-8829685.16,-22964844.4,-16191591.97,-12346070.45,-7329702.25,-23082650.96,-16165234.17,-11186158.65,-4955871.42,-13452255.88,-10318335.66,-7256392.92,-3796308.52,-10801637.98,-7831915.13,-5449317.13,-3032366.52,-6129964.75,-3999079.13,-2708491.99,-1306749.92,-2834310.86,-1752896.51,-1046701.46,-326577.63,-1608191.06,-1304691,-774431,-564500.95,-3588467.36,-2374406.01,-1067588.48,275895.25,-2742897.73,-2655714.3,-1720531.3,-1025435.68,-2852529.41,-1779883.46,-1336499.9,-623766.39,-4251093.58,-3940794.28,-3757166.68,-936135.16,-1305461.13,-483041.53,112160.71,117126,-1863692.79,1009174.59,-25091.58,-415849.35,1745400.61,3047479.52,1153015.21,715725.45,21370187.14,16342836.17,10714059.59,4680540.09,21002018.03,15878024.75,9450734.75,4239098.95,24826599.57,22119991.82,15364971.67,9601353.34,32761492.79,25291217.59,17187754.09,7433998.82,39213797.9,27923464.11,19987693.64,9894173.11,24713614.97,12695620.97,28148355.13,14662995.66,19082482.38,7928200.58,9014316.11,4399780.55,-1616838.1,0,-499947.12,4074604.45,5512184.66,5547561.77,0
