四、利润总额,13007054192,27678447218,20124993926,15001073989,10701030417,24106012044,17353833183,12954621543,9072772283,18606822656,13190363030,9855470340,6903377434,13391688209,9694812203,6996410414,4953232381,9337410657,7026635924,5322974405,3990542632,8287493983,6249888065,4485866127,3010242777,8015916149,6452091682,5547543374,3668316314,11247079417,9844446543,8018840510,5021265736,13738666127,10714823425,6953750204,4198837746,8499953680,6617520407,4620487255,2860511553,6070242931,4678944661,3109457545,2086683017,4605588627,3165661794,2157825040,1660437311,2399155657,2102072671,1711707484,1351525378,2178346547,1975096563,1707052032,1119753768,1785725643,1549585817,1243144119,829759156.9,1195909167,1157604089,928586259.2,655022009.1,1271161056,1034174338,816283288.1,576749189,1087240670,859671518.2,639704194.8,496908074.4,869070350.4,702478871.4,500271545.9,374639392.8,933092174.6,814730000,658209862,420642649.9,1007096193,725162725,786944238.7,383729930.2,813869455.7,297552243.4,509400561,387969146.9,323772354.3,0
减：所得税费用,3224009402,6765106808,4898103793,3630088931,2640537673,5877756765,4227634554,3147527220,2260978528,4568172530,3226898087,2391579054,1689408346,3305718979,2429837036,1806600455,1214027296,2280645088,1730020354,1296349816,982264538.2,1877009647,1472777535,1064662451,720319520.8,1957701185,1557893877,1385095939,932767728.7,2924864056,2433760594,1978855838,1234975037,3402932423,2601217501,1712386079,1032090587,2105576465,1616253919,1129689950,699022568.5,1508186095,1146174819,766274681.5,508597717.2,1138920196,782953680.7,537924395.8,391157082.1,569455764.7,497986317.9,403560717.6,335817684.2,705562448.8,648250833.2,561779303.8,374547042.3,606385627.3,526228001.6,420222253,280943626.9,396902090.5,383849839.5,336122195.3,238518321.5,441401360.9,355010263.5,278320628.1,193355065.8,383447938.9,311366323.1,250049516.4,207396289.1,250085682.5,190785252.8,126708958.8,121401856,116775657.9,160590000,179226656.5,138812074.5,238879360.3,295349924.6,303429006.8,66653678.54,260578360.6,44632836.51,168102185.1,128029818.5,106844876.9,0
五、净利润,9783044790,20913340410,15226890133,11370985058,8060492744,18228255279,13126198630,9807094324,6811793755,14038650126,9963464943,7463891286,5213969088,10085969230,7264975166,5189809960,3739205085,7056765569,5296615570,4026624589,3008278094,6410484336,4777110530,3421203676,2289923257,6058214963,4894197804,4162447434,2735548586,8322215361,7410685949,6039984672,3786290699,10335733705,8113605924,5241364125,3166747159,6394377215,5001266488,3490797305,2161488984,4562056836,3532769841,2343182863,1578085300,3466668432,2382708113,1619900644,1269280229,1829699893,1604086353,1308146766,1015707693,1472784098,1326845730,1145272728,745206726,1179340016,1023357816,822921865.6,548815530,799007076.8,773754249.8,592464063.9,416503687.6,829759695.1,679164074.5,537962660,383394123.2,703792730.9,548305195.1,389654678.4,289511785.4,618984667.9,511693618.6,373562587.1,253237536.8,816316516.7,650310000,478983205.6,281830575.4,768216832.5,429812800.5,649021962.9,317076251.6,553291095.1,252919406.9,341298375.9,259939328.4,216927477.4,0
归属于母公司所有者的净利润,9323613990,19954809595,14545454675,10855391968,7704289544,17402164190,12543547316,9335637379,6475113303,13384246684,9494416490,7110255594,4971013118,9673721498,6964763243,4971505554,3593112441,6784533260,5101313178,3886813135,2903112187,6176119256,4603019814,3297527846,2200799535,5834915279,4707288392,4001813151,2619140414,7972814983,7103846987,5791034483,3626866318,9934872820,7801870233,5046255082,3050121093,6157465187,4818212597,3362588439,2081397685,4395355533,3395360032,2260967470,1522636469,3244752511,2299297029,1604524477,1260659305,1810687550,1589346896,1295752332,1008106553,1468920725,1324191178,1144356425,744189340.5,1170117537,1018761473,819004580.2,546094988,791348797,768945225.4,588407325,412850003.6,827997151.4,678264477.2,536945227,383467762.4,702974477.9,547569010.4,389627161.8,288544519.9,613234637.8,502234364.8,359993246.1,248796308.8,811407817.9,650310000,478617774.3,281563149.5,768112120.1,429812800.5,649021962.9,317076251.6,553291095.1,252919406.9,341298375.9,259939328.4,216927477.4,0
少数股东损益,459430799.7,958530815,681435458.2,515593089.8,356203200,826091088.5,582651314.1,471456944.6,336680452.1,654403442.9,469048453.4,353635691.9,242955970,412247731.9,300211923.5,218304405.6,146092644.2,272232308.5,195302391.8,139811453.6,105165906.7,234365080.1,174090715.9,123675830.7,89123721.51,223299684.1,186909412.5,160634282.9,116408171.4,349400377.7,306838961.6,248950188.4,159424381,400860884.4,311735691.3,195109043.3,116626066.1,236912027.6,183053890.6,128208866.3,80091299.62,166701302.4,137409809.5,82215393.46,55448830.91,221915920.1,83411084.14,15376166.84,8620923.32,19012342.39,14739456.81,12394433.9,7601139.82,3863373.29,2654552.28,916302.84,1017385.57,9222478.8,4596342.79,3917285.39,2720541.98,7658279.73,4809024.43,4056738.88,3653684,1762543.69,899597.34,1017432.96,-73639.23,818253.02,736184.77,27516.66,967265.5,5750030.07,9459253.75,13569341.02,4441227.98,4908698.85,0,365431.28,267425.96,104712.43,0,0,0,0,0,0,0,0,0
六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
基本每股收益(元/股),2.402,5.141,3.747,2.797,1.985,4.483,3.232,2.405,1.668,3.474,2.47,1.859,1.31,2.548,1.835,1.31,0.947,1.787,1.344,1.024,0.765,1.627,1.213,0.869,0.58,1.537,1.24,1.054,0.69,2.1,1.871,1.526,0.955,2.617,2.055,1.329,0.804,1.622,1.269,0.886,0.548,1.158,0.894,0.596,0.401,0.855,0.606,0.423,0.332,0.477,0.42,0.341,0.266,0.387,0.349,0.301,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
稀释每股收益(元/股),2.402,5.141,3.747,2.797,1.985,4.483,3.232,2.405,1.668,3.474,2.47,1.859,1.31,2.548,1.835,1.31,0.947,1.787,1.344,1.024,0.765,1.627,1.213,0.869,0.58,1.537,1.24,1.054,0.69,2.1,1.871,1.526,0.955,2.617,2.055,1.329,0.804,1.622,1.269,0.886,0.548,1.158,0.894,0.596,0.401,0.855,0.606,0.423,0.332,0.477,0.42,0.341,0.266,0.387,0.349,0.301,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
七、其他综合收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
八、综合收益总额,9783044790,20913340410,15226890133,11370985058,8060492744,18228255279,13126198630,9807094324,6811793755,14038650126,9963464943,7463891286,5213969088,10085969230,7264975166,5189809960,3739205085,7056765569,5296615570,4026624589,3008278094,6410484336,4777110530,3421203676,2289923257,6058214963,4894197804,4162447434,2735548586,8322215361,7410685949,6039984672,3786290699,10335733705,8113605924,5241364125,3166747159,6394377215,5001266488,3490797305,2161488984,4562056836,3532769841,2343182863,1578085300,3466668432,2382708113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
归属于母公司所有者的综合收益总额,9323613990,19954809595,14545454675,10855391968,7704289544,17402164190,12543547316,9335637379,6475113303,13384246684,9494416490,7110255594,4971013118,9673721498,6964763243,4971505554,3593112441,6784533260,5101313178,3886813135,2903112187,6176119256,4603019814,3297527846,2200799535,5834915279,4707288392,4001813151,2619140414,7972814983,7103846987,5791034483,3626866318,9934872820,7801870233,5046255082,3050121093,6157465187,4818212597,3362588439,2081397685,4395355533,3395360032,2260967470,1522636469,3244752511,2299297029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
归属于少数股东的综合收益总额,459430799.7,958530815,681435458.2,515593089.8,356203200,826091088.5,582651314.1,471456944.6,336680452.1,654403442.9,469048453.4,353635691.9,242955970,412247731.9,300211923.5,218304405.6,146092644.2,272232308.5,195302391.8,139811453.6,105165906.7,234365080.1,174090715.9,123675830.7,89123721.51,223299684.1,186909412.5,160634282.9,116408171.4,349400377.7,306838961.6,248950188.4,159424381,400860884.4,311735691.3,195109043.3,116626066.1,236912027.6,183053890.6,128208866.3,80091299.62,166701302.4,137409809.5,82215393.46,55448830.91,221915920.1,83411084.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
