减：所得税费用,9906283.43,117448341.6,112821195,52638254.17,6561772.88,75841087.94,87172621.48,41467083.07,6814406.88,85599244.41,79797221.87,40799613.76,8321932.43,58703481.5,51609399.15,28811115.47,6676454.51,35728318.26,39680610.81,23192572.98,5387368.45,29529365.33,26489703.1,14892611.08,4572756.84,18974183.64,16794225.31,9028211.27,1517326.5,14090748.63,14364274.62,6906735.62,1214836.95,28355497.38,21824735.15,13095286.86,1670363.65,19784874.95,23040050.28,12830950.95,2708936.52,23978754.67,16719628.85,10247491.68,2593429.99,24159526.73,14675844.18,8877781.81,8654592.02,9109754.36,30210083.92,0
五、净利润,75307213.04,585706442.6,514311382.1,249849525.5,21612651.97,511887859,467106687.7,218991348.4,32674041.87,379184127.4,328162404.1,162714661.7,20896311.41,198035387.6,180136167.9,88405785.45,13892268.74,127360168.2,117796385.8,62952029.43,11733121.27,97255707.2,87916567.15,47771426.59,12120161.19,69746308.43,65246307.12,32778499.47,6665829.06,46458738.73,50159712.65,29290632.55,6163046.99,53734633.43,66780895.64,44914145.74,5201458.24,49879849.51,90968708.76,57780940.03,7703669.44,91407192.15,87163456.88,54637572.07,7510029.23,88344188.6,74419102.35,42743524.85,61328262.8,230717016.4,173261260,0
归属于母公司所有者的净利润,70032232.5,569284120.8,505222682.1,245877523,20409551.97,497483602.5,454374391.4,211898118.3,29603574.74,366429368.1,316864006.7,155894039.3,17856714.06,185363877.4,171316755.2,83702931.93,12130134.39,113893437.9,108653689,57057015.7,10835349.02,83155318.95,74560894.81,38349352.16,7333943.31,60394478.01,60004775.9,30004928.63,6036020.28,41237683.91,46501603.3,26779228.77,5431454.36,50961172.21,65132128.33,44220679.84,5256660.34,50183977.5,91666344.99,59268059.64,8781902.66,91309914.07,86329724.28,54169190.45,7356619.07,85692118.42,72908802.28,41657496.7,59992894.16,211733411.2,171712969.8,0
少数股东损益,5274980.54,16422321.81,9088700.06,3972002.46,1203100,14404256.52,12732296.33,7093230.09,3070467.13,12754759.3,11298397.41,6820622.44,3039597.35,12671510.2,8819412.74,4702853.52,1762134.35,13466730.3,9142696.78,5895013.73,897772.25,14100388.25,13355672.34,9422074.43,4786217.88,9351830.42,5241531.22,2773570.84,629808.78,5221054.82,3658109.35,2511403.78,731592.63,2773461.22,1648767.31,693465.9,-55202.1,-304127.99,-697636.23,-1487119.61,-1078233.22,97278.08,833732.6,468381.62,153410.16,2652070.18,1510300.07,1086028.15,1335368.64,18983605.18,1548290.17,0
六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
基本每股收益(元/股),0.0316,0.26,0.23,0.11,0.0092,0.22,0.2053,0.1,0.0134,0.17,0.1432,0.07,0.0161,0.18,0.1693,0.09,0.0148,0.17,0.1597,0.08,0.0159,0.12,0.1096,0.06,0.0108,0.09,0.0882,0.04,0.0089,0.06,0.0684,0.04,0.008,0.07,0.0958,0.07,0.0077,0.07,0.1348,0.09,0.0129,0.14,0.1397,0.09,0.01,0.14,0.12,0.07,0.1,0.42,0.37,0
稀释每股收益(元/股),0.0316,0.26,0.23,0.11,0.0092,0.22,0.2053,0.1,0.0134,0.17,0.1432,0.07,0.0161,0.18,0.1693,0.09,0.0148,0.17,0.1597,0.08,0.0159,0.12,0.1096,0.06,0.0108,0.09,0.0882,0.04,0.0089,0.06,0.0684,0.04,0.008,0.07,0.0958,0.07,0.0077,0.07,0.1348,0.09,0.0129,0.14,0.1397,0.09,0.01,0.14,0.12,0.07,0.1,0.42,0.37,0
七、其他综合收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
八、综合收益总额,75307213.04,585706442.6,514311382.1,249849525.5,21612651.97,511887859,467106687.7,218991348.4,32674041.87,379184127.4,328162404.1,162714661.7,20896311.41,198035387.6,180136167.9,88405785.45,13892268.74,127360168.2,117796385.8,62952029.43,11733121.27,97255707.2,87916567.15,47771426.59,12120161.19,69746308.43,65246307.12,32778499.47,6665829.06,46458738.73,50159712.65,29290632.55,6163046.99,53734633.43,66780895.64,44914145.74,5201458.24,49879849.51,90968708.76,57780940.03,7703669.44,91407192.15,87163456.88,54637572.07,0,88344188.6,0,42743524.85,61328262.8,230717016.4,0,0
归属于母公司所有者的综合收益总额,70032232.5,569284120.8,505222682.1,245877523,20409551.97,497483602.5,454374391.4,211898118.3,29603574.74,366429368.1,316864006.7,155894039.3,17856714.06,185363877.4,171316755.2,83702931.93,12130134.39,113893437.9,108653689,57057015.7,10835349.02,83155318.95,74560894.81,38349352.16,7333943.31,60394478.01,60004775.9,30004928.63,6036020.28,41237683.91,46501603.3,26779228.77,5431454.36,50961172.21,65132128.33,44220679.84,5256660.34,50183977.5,91666344.99,59268059.64,8781902.66,91309914.07,86329724.28,54169190.45,0,85692118.42,0,41657496.7,59992894.16,211733411.2,0,0
归属于少数股东的综合收益总额,5274980.54,16422321.81,9088700.06,3972002.46,1203100,14404256.52,12732296.33,7093230.09,3070467.13,12754759.3,11298397.41,6820622.44,3039597.35,12671510.2,8819412.74,4702853.52,1762134.35,13466730.3,9142696.78,5895013.73,897772.25,14100388.25,13355672.34,9422074.43,4786217.88,9351830.42,5241531.22,2773570.84,629808.78,5221054.82,3658109.35,2511403.78,731592.63,2773461.22,1648767.31,693465.9,-55202.1,-304127.99,-697636.23,-1487119.61,-1078233.22,97278.08,833732.6,468381.62,0,2652070.18,0,1086028.15,1335368.64,18983605.18,0,0
