非流动资产合计,4071269940,3666770538,3497275511,3446485295,3361080045,3344830949,4527349040,3494310875,3239237500,3480682581,3856146571,3901433932,3842704623,4018152256,4169904950,4161017050,3984044888,4031088425,3667369611,3662915918,2492299320,2564441330,2468185937,2551006863,2507609087,2407832982,2302384746,2206931639,2166746035,2122579872,1837903888,1713196445,1626329840,1637622138,1178444862,1013258738,845595122.3,807804470.9,749613258,611953937.7,616098323.4,573251138.4,455230955.9,453826573.5,473957441.4,495869311.3,523938672.9,535488148.8,596922709,604382734.7,544409240.2,544835156.5,542400807.8,553956273.7,557472866.3,551063874.1,541779797.3,545349136.2,532024762.1,539391616.8,557426553.3,556196790.3,0,522421423,571922509,509381627,553348305,546179469,550224229,540377689,543207694,553063370,649878458,657206478,657057950,657018383,664191785,617836202,657208493.4,585863539,407036635.2,403508594.8,412787054.2,427455637.7,414469370.3,428861207.4,379806483.5,359111584.6,305593095.2,0,0,0,0
资产总计,18168451825,15186625709,14982605357,15329688947,15392796907,13871297363,13265837812,12520063625,13659931600,12509928450,12498719844,11210703796,11503386291,10152862119,9995172521,9598765853,10307874725,8736205154,8940411923,8762569335,8360869740,7183147641,7124608412,7034173484,6996648808,6413518166,6202917272,5908898995,6130728602,5816934562,5524204639,5159787927,5676984074,5308127471,4800708297,4261928853,4314015510,4241819550,3768846881,2293213129,2164137050,1857931814,1635995494,1470186784,1559303061,1342230543,1343472275,1248554832,1474236044,1519528961,1500567851,1464332950,1435405117,1384339219,1372506440,1373932512,1369848603,1374630520,1376089518,1283120942,1296159650,1335726228,1418619749,1401017400,1493139262,1349385291,1598130759,1569718207,1555205147,1560869984,1514470955,1505951099,1546839473,1566840006,1510239858,1438839219,1488910479,1521970791,1665590835,1588019484,1571091361,1543450844,1510236595,1554063781,1472902124,1490377393,1356298136,1430111111,929584234.3,599472335,471995279,416334167,0
流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
短期借款,143234200,70665500,70325500,50094500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,10000000,30000000,75000000,65000000,75000000,55000000,55000000,55000000,65000000,67000000,58000000,58000000,16000000,11000000,20000000,0,50000000,70000000,70000000,80000000,80000000,20000000,20000000,0,0,18000000,18000000,24000000,24000000,24000000,24000000,72600000,0,105200000,55200000,96405309,108190000,95679797.01,87840000,0,60700000,0,0,0,0,0
交易性金融负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
应付票据及应付账款,542714392.4,645821097.5,780233640.8,1406940096,1149754499,1267173842,913930890.1,814341322.3,782436169.3,834156012.3,838200488.6,480675161.8,355325231.4,636365039.8,0,509554707.6,0,352270949.2,0,527866876.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
应付票据,17804535.6,140614535.6,338710000,1020583475,738211591.1,703679646.9,534364252.2,476808340.5,0,349203413.7,0,188073094.1,74496000,200750000,55340583,13128583,34221783,11298583,4408583,118240262,158240262,93768583,262446363.2,294084023.2,252346178,258452214,228132376.1,193060000,229600000,235770000,186170000,220660000,330880000,224460000,251240000,10000000,0,0,0,0,0,0,0,0,0,0,44000000,0,0,0,0,0,0,0,150000,150000,0,200000,50000,243000,300000,500000,0,550000,350000,0,0,0,0,800000,13039175,17716297,5977123,0,0,425502,765502,660000,5387000,6107528,20414920,6946920,0,0,0,0,0,2347834.4,0,0,0,0,0
应付账款,524909856.8,505206561.9,441523640.8,386356621,411542907.9,563494195.4,379566637.9,337532981.8,0,484952598.6,0,292602067.7,280829231.4,435615039.8,645284136.5,496426124.6,450597705.1,340972366.2,537753826.7,409626614.8,432971404.6,378187452.1,458901919.8,395371547.7,281591508.9,404634196.6,399039594,295426072.3,263708215.5,442935399.4,461369391,413441186.3,447259632.1,461112575.3,238957422.5,152183085.2,121022940,219823856.5,159324365.3,113707078.5,84387578.84,125477892.1,86837981.24,46343623.62,47326319.56,66328864.96,110694776.5,74391897.64,92758818.88,103808683.1,104689763.8,84056081.7,68058516.87,66183289.49,76542647.13,79359189.73,80953119.84,84344679.59,62860382.22,49745704.74,48076606.37,50520453.33,0,33290909,26368166,60955780,60714894,38347460,63391239,58240666,48952911,36931384,49352465,58360996,46559564,48095664,55397248,41020752,128100078,115103239,106349666.9,90583488.53,73514924.8,95619722.2,72603978.71,79781224.09,0,68124644.25,0,0,0,0,0
预收款项,0,0,0,0,1533322540,529863011.7,889878114.4,517109674.6,1115449182,1149143310,1113873851,803222097.9,1285771695,503083108.1,623448823.5,735440901,1225105340,623990614.9,944818297,1059316465,990566340.7,608565152.5,675470655.8,590946715.6,597240098.6,377503471.9,309044496.7,293315829.2,423264436.5,147257393.9,336624625.7,234396426,181879138.8,114610235.8,94669642.3,82399866.61,231790342.7,135597187.9,369625273,233472954.1,257015678.3,91491403.51,334575795.1,237990739.9,133915573.6,98300223.3,170246782.3,88131545.87,73449805.79,57827722.77,98896956.5,71152283.5,89110849.16,50444893.44,69494992.78,63199138.43,74991371.65,29269807.68,45060382.62,24954086.92,32174275.74,24527844.67,0,29205095,29110840,22341553,11320938,12440863,15353087,26822298,19671794,19872243,12317829,21878300,17735996,14463992,10769627,28023810,38527633.83,32301165,18411111.52,45113647.14,30831937.24,81004333.99,24096772.67,40690159.64,0,156560609,0,0,0,0,0
应付手续费及佣金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
应付职工薪酬,427073034.4,498129114.8,330730138.1,298227276.9,384224877.8,454189532.9,266282737.9,310846649.2,361664454.7,457299476.4,277999223.1,249960170.7,324781564,372374014.4,197784546.2,228782300.9,300536490.6,288027136.1,235359533.8,201789976.7,248168931.6,253901700.7,178041223.3,186861937.5,181569693.6,220198521.3,126942443.8,89027951.68,204714907.3,231343202.2,71143580,73486383.58,146504738.6,178726582.7,128753617.4,131335468.2,170111229.3,192762077.3,121765114.3,121853415.8,147027459.5,125967749.5,99027591.46,92510798.75,112883293.8,93609527.73,95782413.36,91232828.3,69799671.33,107402663.1,94151742.31,92464529.76,91840692,91820122.72,83989031.96,84061299.15,82146672.03,71459238.87,74853805.7,78119388.03,72650918,76248831.73,0,87196072,89313637,85140234,86673516,90120882,91677756,92057690,98840016,96417769,93927296,91861251,78393477,76504217,82097986,81513419,100979861.1,95896487,95682286.22,29053560.35,90986257.76,26331821.59,67635798.19,23027034.94,0,18599942.43,0,0,0,0,0
应交税费,535526182.5,349142692.1,656605964.9,476872467.5,373051940.1,482903109.6,374653268.6,368743282.1,418864754.5,372993624.2,544643479.8,413938710.4,426980884.3,420984845.5,412246400.9,322159779.8,516638041.5,486959651.9,341934385.6,293627729.2,349915350.1,358087353.8,300573281.4,314485972.3,513541301.3,468679523.6,435394036.1,370490985.4,438088791,599513448.2,495904563.5,441772654.6,556523938.4,645410021.6,566879223.8,522050748.4,506751123.3,671079511.4,371260946.1,368116984.9,320217181,334701132.9,138160932.2,137791706.3,186619089.6,170539356.3,114376573,116535694.5,150968986,161248886.9,146032665.5,138852362.9,137665186.5,175854383.2,158719469.7,151489448.2,164041161.8,194314611.7,184538478.4,173913248.1,180843127.5,214212615.3,0,210422600,232128726,199246639,66191984,63307713,73209566,189908649,68737189,51572292,45417398,76650810,51161609,36564183,48099308,85029525,50124826.62,60881665,76479334.08,91619049.04,100768325.3,116720801,196997455.3,200282826.1,0,204156601.2,0,0,0,0,0
其他应付款(合计),2142638433,1396599161,1707847647,2190846598,1391162230,1315878229,1307511367,1337734331,1350980225,1192020148,1053169956,1103986706,1056500018,1032543553,0,1059628766,0,641472271.5,0,772094221.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
应付利息,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20119.51,0,20119.51,20119.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
应付股利,0,0,7733888.61,755400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100720000,0,0,0,176260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22452.59,22452.59,22452.59,22452.59,0,20119.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23500000,23500000,23500000,0,0,47000000,47000000,0,70848747,349659.08,68539716.37,389716.7,66208747.82,408747.82,82658747.82,0,47867791.2,0,0,0,0,0
其他应付款,0,1396599161,0,1435446598,0,1315878229,0,1337734331,0,1192020148,1053169956,1103986706,1056500018,1032543553,1001979660,1059628766,983234628.9,641472271.5,777232836.1,772094221.1,830219817.7,452193188.9,587011293.9,572362972,607638343.8,456572505.4,635199178.1,520392839.1,496058354.3,373903452.5,353935275.9,272026596.3,322932660,297098778,331263601.2,290916502.1,255100166.4,248890018.8,196582095,195510660.8,133018320.4,125010186.2,105795101.3,119321724.8,192150429.9,97267619.61,82822269.35,96879652.62,98227676.81,85249359.6,63177076.99,79283482.85,67108454.14,39748641.28,38425916.61,35782379.39,40897276.24,40646871.92,36558686.45,31123384.43,38734914.21,44681806.24,0,69408289,91461343,61646927,35896570,22262899,28321142,26233327,16721143,16631710,35944980,33546741,23084658,30303943,19539041,39769535,62114104.61,43136259,37945541.77,95901963.94,53781957.73,76909023.22,32949749.96,55293565.69,0,81284304.78,0,0,0,0,0
预提费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144490.74,2007657.01,3415013.46,5833709.15,1365633.52,0,7421702,22855046,1223495,7049935,7692810,4373100,1539123,4348712,4971223,12439407,10329127,19703755,17236938,14868038,10678488,19527319.74,16720538,10851894.4,8348613.76,17950397.19,8905063.56,3848564.86,3330715.85,0,444420.16,0,0,0,0,0
一年内的递延收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
应付短期债券,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
一年内到期的非流动负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,10000000,10000000,11000000,11000000,13000000,13000000,13000000,13000000,9000000,21100000,21100000,51100000,53000000,53000000,23000000,23000000,0,0,12000000,15900000,3900000,3900000,3900000,3900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
其他流动负债,651495896.7,320792383,267972091.3,306044574.6,306024896.6,197484121.4,278907017.4,443198383.7,627475374.8,295164745.4,912548902,804829022.6,482610008,182846942.1,428064027.7,398585802.3,306972345.3,241487812.5,245424959.3,213429867.6,136561795.5,138135604.8,0,0,0,0,812523.79,1625047.54,2437571.29,3112595.04,530062.53,1060125.05,1590187.58,2120250.11,518927.19,1037854.38,1556781.56,2075708.75,314447.05,628894.1,1087038.38,1257788.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
流动负债合计,6386183674,4487723835,4660726236,5456373442,5137540983,4247491847,4031163396,3791973643,4656870160,4300777317,4740435900,3856611870,3931969401,3148197503,3364148177,3254152258,3817306334,2634208436,3087932421,3068125136,3146643902,2282839036,2462444737,2454833168,2433927124,2186040433,2134564649,1939598725,2057872276,2033835491,1905677499,1656843372,1987570295,1923538443,1612282434,1189923525,1286332583,1470228361,1218872241,1033289988,942753256.4,803906152.4,764397401.4,633958593.4,672894706.5,531045591.9,637945267.1,487194071.5,526227411.4,601559768,584968324.6,553828860.2,521803818.2,492071449.7,491322058.2,500141454.9,531129601.5,530715813.7,517333629.4,430889253.7,413267299.9,455288282.5,0,488190275,574292149,515951912,352217229,318947928,300969440,421376516,270785580,268006830,298056159,335593540,261059782,247914770,303054809,358135691,477673000.2,441650429,471998770.3,491860767.2,468269378.4,580886365,499184815,574463645.7,443737096.9,642044990.9,319993248.3,281316786,161435448,162852289,0
非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,110117638.9,60117638.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66000000,25000000,25000000,36000000,36000000,36000000,36000000,49000000,49000000,19000000,19000000,40100000,40100000,70100000,70100000,0,93100000,28100000,28100000,40100000,40100000,40100000,40100000,44000000,44000000,44000000,44000000,44000000,0,0,132819,0,0,0,0,0,0,0,20000000,0,0,0,0,0,0,0
应付债券,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
租赁负债,51478025.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
长期应付职工薪酬,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
长期应付款(合计),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
长期应付款,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132819,132819,132819,0,2482818.69,2482819,2500147.24,2500147.24,2500147.24,2500147.24,2511631.68,2511631.68,0,2574793.54,0,0,0,0,0
专项应付款,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
预计非流动负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120755.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
递延所得税负债,164531200.7,114821451.2,114809029.4,115734840.8,118680936.2,118872366.6,105495064,104491018.4,102387965.7,102764515.1,103498908.4,105037408.3,113462436.1,119779105.9,116888761.3,110569452.3,108991996.7,117287002.5,108886322.8,119413770.3,13985740.26,20463660.87,15529845.08,24040581.94,13990963.34,5586793.44,0,709215.45,307954.11,0,189969.55,0,0,697845.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
长期递延收益,74792075.86,75111997.53,73542181.5,74384425.08,73488752.68,72778437.92,73566143.65,74300122.46,75405036.51,76636500.55,76794419.56,41140119.46,42409564.84,43706503.22,45031765.7,43254768.06,42897105.78,43978795.45,43022240.18,43849216.27,44984598.53,46123314.33,40062319.72,39042134.11,40193652.16,40839961.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415250,1530000,0,9930000,7530000,7530000,7530000,7530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
其他非流动负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41305313.99,41305313.99,41305313.99,40342813.99,17313073.03,8403073.03,8403073.03,8403073.03,10475905.29,10475905.29,10475905.29,10475905.29,4750113.83,4750113.83,4750113.83,4550113.83,3022250,3093250,3128750,3187000,0,0,9930000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
非流动负债合计,400918940.9,250051087.7,188351210.9,190119265.9,192169688.9,191650804.5,179061207.6,178791140.9,177793002.2,179401015.7,180293328,146177527.7,155872000.9,163485609.1,163041282.5,153824220.4,151889102.5,161265798,151908562.9,163262986.6,58970338.79,66586975.2,55592164.8,63082716.05,54184615.5,46426755.3,41305313.99,42014529.44,41613268.1,40342813.99,17503042.58,8403073.03,8403073.03,9100918.99,10475905.29,10475905.29,10475905.29,10475905.29,4750113.83,4750113.83,4750113.83,4550113.83,3022250,3093250,3128750,3187000,1415250,67530000,34930000,34930000,43530000,43530000,43530000,43530000,49000000,49000000,19000000,19000000,40100000,40100000,70100000,70100000,0,93100000,28100000,28100000,40100000,40100000,40100000,40100000,44000000,44000000,-7298596,44000000,44132819,132819,132819,132819,2482818.69,2482819,2500147.24,2500147.24,2500147.24,2500147.24,2511631.68,22511631.68,2574793.54,2574793.54,4831452.21,2378202,2378202,14780356,0
负债合计,6787102615,4737774922,4849077447,5646492708,5329710672,4439142651,4210224603,3970764784,4834663162,4480178332,4920729228,4002789398,4087841402,3311683112,3527189460,3407976478,3969195437,2795474234,3239840984,3231388123,3205614241,2349426011,2518036902,2517915884,2488111740,2232467188,2175869963,1981613255,2099485544,2074178305,1923180541,1665246445,1995973368,1932639362,1622758340,1200399430,1296808489,1480704266,1223622355,1038040102,947503370.3,808456266.2,767419651.4,637051843.4,676023456.5,534232591.9,639360517.1,554724071.5,561157411.4,636489768,628498324.6,597358860.2,565333818.2,535601449.7,540322058.2,549141454.9,550129601.5,549715813.7,557433629.4,470989253.7,483367299.9,525388282.5,0,581290275,602392149,544051912,392317229,359047928,341069440,461476516,314785580,312006830,290757563,379593540,305192601,248047589,303187628,358268510,480155818.9,444133248,474498917.6,494360914.4,470769525.7,583386512.2,501696446.7,596975277.4,446311890.5,644619784.5,324824700.5,283694988,163813650,177632645,0
所有者权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),503600000,503600000,503600000,503600000,503600000,503600000,503600000,503600000,503600000,503600000,503600000,503600000,503600000,503600000,503600000,503600000,503600000,503600000,503600000,503600000,503600000,503600000,503600000,503600000,503600000,503600000,503600000,503600000,503600000,503600000,503600000,503600000,503600000,503600000,503600000,503600000,251800000,251800000,251800000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,0,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,235000000,215000000,0,0,0,0
资本公积,1295405592,1295405592,1295405592,1295405592,1295405592,1295405592,1295405592,1295405592,1295405592,1295405592,1295405592,1295405592,1295405592,1295405592,1295405592,1295405592,1295405592,1295405592,1294938493,1294938493,1294938493,1294938493,1294938493,1294938493,1294938493,1294938493,1294938493,1297078549,1295862356,1294095264,1295508402,1292132572,1294938493,1297032031,1294938493,1294938493,1546738493,1546738493,1546738493,336039042.9,336039042.9,336039042.9,326064758.9,326064758.9,326064758.9,326064758.9,307729034.1,307729034.1,532491668.7,532491668.7,532662319.7,532662319.7,532662319.7,532662319.7,529212724.7,529212724.7,529212724.7,529212724.7,529049706.2,529049706.2,529049706.2,529049706.2,0,529049706,529049706,529049706,523049706,523049706,523049706,523049706,522075013,521975013,521647019,521647019,521493842,521042894,521042894,521042894,521042893.8,521042894,521042893.8,521042893.8,521042893.8,521042893.8,521042893.8,521042893.8,521042893.8,521042893.8,384456072.7,0,0,0,0
减：库存股,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
其他综合收益,0,0,0,0,0,0,0,0,0,4794830.59,5000360.65,8418551.86,35888086.17,53520827.44,38257449.44,16248005.87,15177312.4,36144477.95,50927105.44,36361977.17,32007829.86,54481886.51,42299206.5,72091421.4,41345517.3,16669604.07,-649770.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
专项储备,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
盈余公积,256902260.3,256902260.3,256902260.3,256902260.3,256902260.3,256902260.3,256902260.3,256902260.3,256902260.3,256902260.3,256902260.3,256902260.3,256902260.3,256902260.3,256902260.3,256902260.3,256902260.3,256902260.3,256902260.3,256902260.3,256902260.3,256902260.3,256902260.3,256902260.3,256902260.3,256902260.3,256902260.3,256902260.3,256902260.3,256902260.3,218736964.7,218736964.7,218736964.7,218736964.7,147070297.6,147070297.6,147070297.6,147070297.6,97283190.7,97283190.7,97283190.7,97283190.7,69977281.49,69977281.49,69977281.49,69977281.49,52283759.34,52283759.34,52283759.34,52283759.34,52283759.34,52283759.34,52283759.34,52283759.34,47244617.51,47244617.51,139289283.8,139289283.8,139289283.8,139289283.8,139289283.8,139289283.8,0,138831350,138831350,139289284,151367386,151367386,151367386,138831350,147281286,147281286,147281286,147281286,137872364,137872364,137872364,137872364,122001765.1,122001766,109927423.1,109927423.1,79898358.82,79898358.82,51696966.72,51696966.72,13673006.64,13673006.64,0,0,0,0,0
一般风险准备,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
未分配利润,8801850525,7987380161,7670484916,7157740516,7524992356,6888203912,6532287333,6038992486,6329466077,5541281341,5101774945,4738472036,4930728911,4349649698,3998392364,3749798945,3910833796,3503069053,3255878635,3104494453,3067806916,2723798990,2508831549,2388725425,2411750798,2108940620,1972256326,1869704931,1974878442,1688158733,1583178732,1480071946,1663735248,1356119113,1232341166,1115920632,1071598231,815506493.7,649402842.1,586850793.1,548311446.4,381153314.2,237533801.8,202092900.6,252237563.7,176955910.5,106013311.9,95744522.78,90197455.71,60135327.85,48923243.72,43807449.84,46887885.78,25558460.48,17285636.5,9873552.11,-87254260.2,-82067093.33,-86887201.62,-93412365.57,-92761835.61,-95218130.79,0,-85371011,-14433425,-100306480,275018224,279878684,283057436,180165606,273794099,267999587,274960253,257481707,284598577,270718592,265183540,243346023,280442452.3,239169873,223625603.1,174595856.5,193966267.7,123692938.4,154889970.6,76687370.01,130977165.3,6824235.32,5303461.14,0,0,0,0
归属于母公司股东权益合计,10857758377,10043288014,9726392769,9213648369,9580900208,8944111764,8588195185,8094900339,8385373929,7601984025,7162683159,6802798440,7022524849,6459078378,6092557666,5821954804,5981918961,5595121384,5362246494,5196297183,5155255499,4833721630,4606571509,4516257599,4508537069,4181050978,4027047309,3927285740,4031243058,3742756257,3601024098,3494541483,3681010706,3375488109,3177949957,3061529423,3017207022,2761115284,2545224526,1255173027,1216633680,1049475548,868575842.3,833134941,883279604.1,807997950.9,701026105.3,690757316.2,909972883.8,879910755.9,868869322.7,863753528.9,866833964.8,845504539.5,828742978.7,821330894.3,816247748.3,821434915.2,816451788.4,809926624.4,810577154.4,808120859.2,829483395,817510045,888447631,803032510,1184435316,1189295776,1192474528,1077046662,1178150398,1172255886,1178888558,1184910012,1178964783,1164633850,1159098798,1137261281,1158487111,1117214533,1089595920,1040566173,1029907520,959634191.1,962629831.1,884427230.6,900693065.7,776540135.8,604759533.8,315777347,308181629,238701522,0
