预付款项,77019438.61,55575543.21,121190007.8,93705156.53,138733478.6,197453314,128268357.4,129888415.9,102929908.3,182558000.8,91512392.86,82209009.71,76361753.26,41729637.34,97102117.42,76821426.2,57502129.73,74784221.59,73342618.97,55891773.32,49227972.43,80373083.59,82103841.84,59137284.25,42271359.31,35711617.98,66759952.93,91607740,99648312.83,90217698.5,78874262.56,78182222.48,110015772.4,85305973.47,214759878.1,206035812.3,282036073,233262710.7,38393022.13,5584689.99,5155615.52,1829510.94,20516408.13,6640859.89,2392735.2,2361064.82,6690772.31,4901333.1,7013356.39,8505832.02,11313439.44,9600983.78,509178.41,10923981.33,33951899.25,12510900.83,22369488.55,8342671.12,9434578.9,5953655.81,635577.65,3288303.94,0,4399895,12496615,13693210,36935645,42948791,34982005,33735174,33945648,30474754,30896051,29407267,31668774,26695126,20179958,70848938,69651637.32,105307158,1186206.46,3725025.42,118492.85,5291661.21,2569197.1,611814.93,0,2613887.58,0,0,0,0,0
其他应收款(合计),113430726.2,33451121.48,39475707.94,36472434.42,68479612.33,25746957.22,21798848.07,48528411.45,55787595.89,43342878.22,36689323.69,32285406.67,35321135.73,29273284.22,0,23036281.88,0,13608575.11,0,22597880.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
应收利息,0,0,8744042.43,10600806.32,2825141.55,1908788.81,0,30443178.08,27683178.08,24923178.08,0,19403178.08,16643178.08,13883178.08,11123178.08,8363178.08,5565369.86,2843178.08,0,0,0,0,7916410.99,2369097.21,1896263.22,4274666.66,14430018.79,12162291.01,14234564.01,0,10726495.95,20036811.87,15047227.79,7253858.34,835901.92,8592066.3,0,4451540.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
应收股利,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
其他应收款,0,33451121.48,0,25871628.1,0,23838168.41,0,18085233.37,0,18419700.14,36689323.69,12882228.59,18677957.65,15390106.14,9519458.61,14673103.8,16551035.16,10765397.03,17517209.93,22597880.76,11652627.4,8617955.68,9534055.09,10369201.23,12997322.19,7967903.24,10959463.45,7340429.98,8624071.85,6296326.2,25138937.08,47665316.27,28890988.61,21559146.98,21851764.07,20550532.33,11453186.99,7882417.86,55761590.84,97744409.65,65191786.08,77890785.6,25820763.92,12517857.62,10929831.39,21498541.96,13656869.48,3347208.94,14362664.63,13159669.93,72654074.02,67863617.59,39096956.18,16432963.49,43340984.96,28642078.63,27040450.42,20328708.04,44518873.15,37559569.9,72138433.35,28866846.22,0,21550759,43514834,34594932,54094683,39425837,33253731,33511638,21697838,27911188,28694653,26675817,33031664,44141178,62956471,36909626,59127172.49,82019872,342316790.6,211749342.7,311065255.3,191225050.8,255473369.7,194402604.5,0,30471318.74,0,0,0,0,0
买入返售金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3508258.06,0,146991981.4,80093922.21,210405982.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
存货,3819542938,3416880809,2954002325,2920772885,2859622756,3015051962,2460013044,2417356086,2352049231,2407306665,2204200969,2140586456,2191370634,2064130298,1810936606,1846271998,1823765300,1786433037,1631314347,1679096152,1402910902,1396712051,1252313569,1247855386,1244350420,1227182774,1147711969,1148532148,1117114279,1075033137,947388978,879898376.7,815231171.6,782399498.9,601107478.4,536062640.5,557823278.9,578157069.4,562037815.9,481855981.8,444961886.3,452879486.7,424256250.4,386935338.5,371248573.3,366230129.1,372282870.3,362487609.9,422013832.1,471441845.8,498934229.3,467907186.9,485041113.7,492813407.6,542700275.7,580476301.3,584574308,576356053.4,559875575,561668635,550877093.4,560201138,0,579795140,585390743,577629784,588567104,583305472,572587776,571711981,531222282,549151233,573783759,569697970,555906835,548356751,533893314,481942040,552510063.1,529288851,494157762.2,519685448,441251889.1,484384477.4,381227865.8,448480141,0,381407986.4,0,0,0,0,0
划分为持有待售的资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
一年内到期的非流动资产,0,0,0,0,0,0,0,300000000,300000000,300000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1695900,1695900,0,5000000,5000000,5000000,0,144000,0,4144000,0,0,0,0,0
待摊费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817486.68,12630049.69,5804480.11,1817747.42,1040273.9,0,2758858,1780314,1151663,14629208,7441157,2246140,1202315,10701916,6352484,4254380,5803708,19106136,11881072,5017085,3911843,12260771.58,3822907,8784058.84,3021674.9,10217325.51,2776099.41,5837778.8,2461827.75,0,3120777.3,0,0,0,0,0
待处理流动资产损益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1443277.08,0,206977.55,0,0,0,0,0,0,0,0
其他流动资产,56395341.58,97412681.26,87912663.81,103093692,86137117.02,114439167.1,13520098.86,29538776.67,66951296.44,3012478687,2638022457,2167041054,1765087192,1772310947,2301537926,1605443183,1914370884,1750278829,1420424861,870481108.2,1770639423,1500970860,1470000000,1450000000,1550027917,1501552476,1000000000,1020000000,800000000,900000000,1200000000,800000000,800000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
流动资产合计,14097181885,11519855171,11485329846,11883203652,12031716862,10526466415,8738488772,9025752750,10420694101,9029245869,8642573273,7309269863,7660681668,6134709863,5825267571,5437748802,6323829837,4705116729,5273042312,5099653418,5868570421,4618706311,4656422475,4483166620,4489039722,4005685184,3900532525,3701967356,3963982567,3694354690,3686300752,3446591482,4050654234,3670505333,3622263434,3248670115,3468420388,3434015079,3019233623,1681259191,1548038727,1284680676,1180764538,1016360211,1085345619,846361231.5,819533602.3,713066683.1,877313335.4,915146226.4,956158611,919497793.5,893004309.3,830382945.1,815033573.2,822868638.2,828068805.3,829281383.9,844064756.2,743729325,738733096.3,779529438.1,0,878595977,921216753,840003664,1044782454,1023538738,1004980918,1020492295,971263261,952887729,896961015,909633528,853181908,781820836,824718694,904134589,1008382342,1002155945,1164054725,1139942250,1097449541,1126608143,1058432754,1061516186,976491652.9,1070999527,623991139.2,368421781,269018173,277245005,0
非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
发放贷款及垫款,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
可供出售金融资产,0,0,0,0,0,0,0,0,0,206393107.5,206667147.5,267197036.7,373576026.2,517086347.9,528498635.7,498964610.8,388643650.9,404029552.3,373689144.6,318133207.8,283915781.6,313881190.5,194639636.8,257362590,216368051.2,88332932,42240432,28053401.16,26448355.82,24075687,25959871.2,21458764.5,25199993,27991376.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
持有至到期投资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1934691.67,0,10785897.06,0,0,8824697.48,0,0,0,0,0
长期应收款,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
长期股权投资,4923279.26,4915575.83,4601354.63,4624650.9,4669227.37,4678282.24,4769375.34,4735005.81,4900000,4900000,4900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,300000,0,0,0,0,0,0,0,0,0,0,0,10803478.6,35019496,35019496,35019496,35019496,0,35237654,101088158,35237650,101680000,101680000,101680000,101680000,102520000,102520000,163250000,163250000,164210000,164210000,164210000,164210000,165050000,100000000,1500000,2589591.67,893437.13,9900811.26,0,10196019.89,10099810.41,0,11148875.25,9671237,13304835,4249800,0
投资性房地产,4313657.92,4392943.54,4472229.16,4551514.78,4630800.4,4710086.02,4789371.67,4868657.29,4947942.91,5027228.53,5085658.35,5055069.67,4464170.83,5343777.33,5402207.16,8160298.6,8267899.17,8402944.74,8617432.39,9425316.99,9571587.5,9715451.89,6851472.96,30576242.31,31301502.24,32074356.24,32946798.75,33603272.85,34435471.88,35188079.66,29354835.02,30059825.07,30762592.06,31451269.49,31576616.52,32146584.2,32242497.23,32558410.26,41414747.89,42710660.92,44006573.95,45302486.98,32693051.25,31760734.56,30685624.51,31272097.26,28205437.24,28864855.49,28942561.99,30070920.49,10542567.26,10692608.99,10838483.75,10984358.51,8577680.85,8723555.61,8869430.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
在建工程(合计),349603350,279169201.6,285451235.9,258954824.3,191417719.9,183984816.1,214689618.6,162876312.4,110880381.3,93320557.56,101842936.1,76076053.22,55170402.14,54496798.56,0,77471004.7,0,71771324.26,0,23322200.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
在建工程,0,279169201.6,0,258954824.3,0,183984816.1,0,162876312.4,0,93320557.56,101842936.1,76076053.22,55170402.14,54496798.56,58207812.56,77471004.7,68347736.96,71771324.26,45498655.51,23322200.71,20539166.98,62562971.78,36450663.88,39159122.86,70435972.38,61637510.96,96656102.89,116049642.8,425190616.2,377338939.5,507794786.6,428506272.3,421130035.5,423672281.5,264001882,227723809.3,183420195.4,133017100.5,98266435.29,10763682.75,8104860.89,9044377.55,10855546.33,3968929,1064065,3282158.21,4438042.41,4811158.4,77218032.21,75221939.28,11778294.03,43565012.6,30616000.74,37234859.66,38918633.48,58087598.68,53545952.59,38250105.55,24206940.65,22196221.09,30658236.33,21468371.67,0,56751642,32016786,26094375,39165554,28739152,24800524,3424705,4570811,11264896,7486084,17733237,9972631,10804674,7037693,2991458,29082911.94,58841162,4382405.1,11813595.68,7530880.85,3868982.66,3983052.43,4799654.55,36980526.24,25809655.78,10389550.19,0,0,0,0
工程物资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3611632.44,0,0,0,0,0,0,0,3635801.34,0,0,0,0,0,0,42500,42500,42500,42500,115261.62,115261.62,630687.39,1294344.98,1406842.89,1762814.77,1537690.3,1468571.51,3150181.22,1803106.22,1432714.16,1178458.93,3330772.63,2490981.19,1592568.64,1145568.56,0,3236511,139612,139612,5670375,2105296,649042,153742,133554,127754,150942,156441,153792,4280430,4287230,8388930,0,11313704,339125.24,0,214741.21,0,0,0,0,0,0,0,0,0,0
固定资产及清理(合计),1880976571,1797789272,1659795843,1629268367,1674133870,1722572999,1657696280,1684243384,1729906479,1763988531,1708627797,1717043901,1762399336,1792254179,0,1785781644,0,1865691585,0,1941766800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
固定资产净额,0,1797789272,0,1629268367,0,1722572999,0,1684243384,0,1763988531,1708627797,1717043901,1762399336,1792254179,1794083695,1785781644,1831586830,1865691585,1904637389,1941766800,1700147325,1691028804,1735402880,1723053181,1699524812,1724134467,1687564318,1584436003,1262071834,1266481753,914940450.6,849860475.9,768676131.5,783740205.2,532073243.6,396187708.9,353013971.9,362778190.8,337865724.2,334121980.1,343140592.8,340073469.8,335131348.8,339927758.3,349792234.8,357250551.3,395336323.5,405167861.4,397315759.9,404411417.9,427216472.3,431616996.7,441789269.3,446083791.7,450847347.1,426314985,421518979.9,438074379.2,424781919.8,434691356.7,443911299.2,451671722.1,0,378369327,388622614,396626811,358595367,363906728,371835085,381654679,381599540,383357288,418571705,414239422,421947227,417397615,427329194,387655883,405303750.9,351942960,337608621.2,324197353.6,334090402.5,345872202.6,328576547.2,338844399.5,257854884.1,242629338.3,209247262.8,0,0,0,0
固定资产清理,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101642,0,0,0,77857,0,12511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
生产性生物资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
公益性生物资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
油气资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
使用权资产,53791746.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
无形资产,982198884.8,934711977.8,898381389.5,890598069.5,848029559.1,785717932.8,728660670.4,733039684.2,739157747.5,742083609.1,744755466.1,747362393.1,687728842.3,691381442.7,692438826.8,694861087.1,701566268.7,700684529.1,704446488.8,708186627.8,296240085.1,298372240,299690118.1,301910104.5,304199443.6,306488782.6,308691732,311050005.6,313039412.8,315224921.5,291091705.8,319374795,321417371.3,320716225.7,323174161.9,325467547.7,247004000,248594232,248927104.1,200918757.4,196683230.9,154446392.3,72740001.79,73454208.22,82742241.84,81882011.19,92618686.67,93165926.78,88956832.24,89411527.01,90083332.66,53723441.61,54192074.18,54497679.05,54966311.62,55121916.49,55586799.06,57042713.93,44685633.03,44993561.91,46240240.4,46886919.29,0,48823531,50052522,51281512,48237009,49748293,51259578,52770862,54282147,55793432,60419727,61827378,60222042,59847495,61120146,54589931,57771830.59,59565713.09,63206483.71,64908053.85,67438534.71,67574929.47,69855022.16,72272422.7,0,76802279.25,0,31332922,0,0,0
开发支出,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007052.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商誉,538969677.4,478283495.3,478283495.3,478283495.3,478283495.3,478283495.3,478283495.3,478283495.3,478283495.3,478283495.3,478283495.3,478283495.3,478283495.3,478283495.3,478283495.3,478283495.3,478283495.3,478283495.3,473325507.3,473325507.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
长期待摊费用,73303700.26,64591933.65,57135831.45,57681212.58,63670348.57,70240106.82,69290325.48,75772600.79,82038909.31,83561473.46,70151864.55,74201576.33,66624518.64,69238523.78,68752085.13,77934606.11,86120376.51,93588397.35,96090442.08,108433949.4,120820369.6,127815668.4,131140998.8,136084493.5,122918176,131921179.2,92059382.97,88172105.91,62609594.82,60898594.6,48031926.84,44158545.35,40258177.06,30959542.67,6830082.15,7178678.18,8736386.15,9678465.54,1106735.13,1328082.17,1549429.21,1770776.25,0,0,0,0,1981282.14,2119445.93,2259183.05,2372932.77,2357857.09,2450407.75,2426998.99,2379391.63,0,0,0,0,0,0,4712.74,4712.74,0,2758,2817,1667,0,0,0,693701,0,0,0,0,195868,199636,195011,0,0,0,0,0,684366.13,0,1097706.37,0,0,0,0,0,0,0,0
递延所得税资产,127177551.6,96972421.95,108580105.8,121949134.8,95670998.36,90494544.51,98595876.77,149917708.6,88548518.71,86580171.06,223358180.5,223740381.5,85983805.49,92157477.74,231383554.3,224774691,120768630.5,107654597.2,61064551.75,80322307.81,61065003.63,61065003.63,63003113.58,62861129.41,62861129.41,63243753.5,42225979.43,41955575.57,42950749.37,43371896.87,20730311.79,19777766.98,18885539.62,19091237.05,20788876.31,20918608.11,21178071.7,21178071.7,22032511.4,22110774.39,22613635.6,22613635.6,3768507.78,4672443.35,9330775.17,21839993.27,1243639.23,1243639.23,1599652.25,1599652.25,1023874.01,1023874.01,1000290.5,1307621.68,1012712.07,1012712.07,825921.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278533,278533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
其他非流动资产,2162824.14,5943717.02,574026,574026,574026,4148686,1270574026,200574026,574026,16544407.51,312474026,312474026,328474026,317910214.6,312854637.8,314785612.3,300460000,300982000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238711.76,0,2748710.82,0,4987184.83,0,0,0,0,0
