报表日期,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,19991231,19981231,19700101
单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
无形资产,5296599737,4817170982,4777842647,4801717178,4698903468,4728027346,3445631812,3465769565,3500753082,3499175375,3468289232,3487751877,3437446976,3458622239,3473785664,3486620573,3506692180,3531740626,3551889908,3572114511,3562139114,3582462431,3603081358,3612750116,3562868315,3582623682,3565626839,3700019422,3686129714,3563308111,1041613845,1022370760,950991339.1,862615899.2,803234798.1,807769533.5,805843182,808425512.3,464193004.4,465496995.4,467473261.3,452317235.7,460772956.6,463868158.9,462690687.4,465550825.2,466854656.8,473613977,476520713.9,445207595.7,257618016,259113847.8,247652500,249274093.4,252846793.8,254479095.5,255348897.3,66093918.66,66853374.94,69018445.22,56933580.29,57074911.58,57229688,39766396,37656999.83,37699499.84,128704.85,171204.86,213704.87,256204.88,297499.89,339999.9,382499.91,424999.92,467499.93,509999.94,552499.95,594999.96,679999.98,765000,935000,0,0
开发支出,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商誉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
长期待摊费用,146177999.9,147721526.4,150295368.5,152917443.5,155500316.1,158284338.2,161044641.6,163248933.7,165831806.2,168414678.8,170268035.1,172798581.6,175329128.1,177859674.5,180381853.7,182978339.8,185603910.5,188118776.5,190287366.2,192922015.7,195934362.5,198603537.8,202031249.1,2963228.01,4437945.83,5408286.83,5917951.89,6799810.74,7196207.08,8048744.96,8736497.6,8234551.51,9205790.47,10177029.43,11148268.39,11885526.8,12845444.12,13805361.44,16893673.4,17838414.5,18202831.82,18701578.16,19768820.69,18891838.01,20112027.37,21469624.81,3152879.4,5462382.65,7803175.43,10146520.77,8582962.86,11461634.75,13941111.95,12477325.46,36691360.52,70552699.73,68191994.96,68459874.91,64111146.83,60712606.95,58279125.24,60377239.58,58900390.14,52057433.05,49971049.43,50939036,55014337.4,49561075.75,45668919.37,33607508.12,28195069.55,25847208.4,25173397.5,22221522.31,18148500.66,18219423.45,16908806.06,16579763.94,16168889.27,11574814.36,8442496.95,7917934.45,0
递延所得税资产,1152449830,1123225086,905342853,1038298649,704924914.9,1099946948,1118562183,1056025882,802475235.6,1049294821,1442247963,1216138278,1399765939,1401797362,2019358117,1835447883,1845145949,1745539121,901987637.6,895245348.8,887280412.6,1155336074,767938421.4,548714031.5,743599436.9,821601105.7,950518493.7,960373469.9,804831808.6,825372524.7,627749883.4,302817568.4,567395099.3,643656913.3,282149572.7,381631064.6,478727366.9,502628950.5,356389121.9,284320662.6,310887789.7,278437939,257933326.4,166372214.5,197205662.9,225420802.1,101887756.7,93737740.64,191547177.3,176680977.5,68169347.54,49096749.72,72160364.55,52849560.43,36966481.41,36799639.74,51325209.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
其他非流动资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
非流动资产合计,29368597582,27743655571,27089910488,27362741416,23699861578,24017900033,22601260641,22575703223,22014176447,21984839428,22316773409,22175928348,22623555930,22360930913,22976741343,22984949775,23089295954,22753989475,21643145955,21593032140,21576653404,21296949399,20261592117,19097774758,18315646537,18302236150,16660795223,16579774565,15583608259,13522567243,9433590713,8937733312,9046122216,8773132340,7348983712,7287172511,7174957543,7071236795,5907593183,5450664777,5404910755,5287295112,4854322092,4750522574,4223497907,4114037784,3893081948,3756937589,3728677825,3513436954,3739014271,3526080172,3338338901,3209968937,3086136003,2952999545,2845284853,2638340764,2450389777,2263427977,2115638921,2038076177,1904956899,1780876639,1685409788,1601014476,1463570659,1398793760,1332300139,1200336777,1165910893,1092933336,1019774320,939648707.3,859601030.7,748821427,611201681,593463444.3,203349615,198886333.5,194977652.9,220941379.8,0
资产总计,2.15218E+11,2.13396E+11,1.84579E+11,1.72198E+11,1.81625E+11,1.83042E+11,1.6255E+11,1.65122E+11,1.59888E+11,1.59847E+11,1.47148E+11,1.29915E+11,1.34405E+11,1.3461E+11,1.2778E+11,1.20383E+11,1.18979E+11,1.12935E+11,1.05146E+11,95546499173,90690449522,86301463423,77559034189,72337744205,68769020638,65873165225,58651555117,55218131506,56029625704,55454150677,49274437881,43620710382,45902219986,44998208953,38834876463,39711451965,36407584736,34900868975,32894258255,30920149101,29161700184,25587579941,22810028764,21333828716,20430099478,19769623148,16737940329,15973750015,15625503484,15754187836,12989449921,11276097083,11556876926,10481471840,10194195530,10226931690,9883304613,9388915004,8806428607,7799862600,8103036754,8057596465,7077360202,6728916037,6571862002,6373652984,5628688981,5041106276,4855158666,4956365811,4466694792,3940510268,3903743856,3930905067,3696428353,3421206729,3449520610,3463388735,1214455218,1268856245,915056957.3,741848981.6,0
流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
短期借款,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62552484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109000000,129000000,117100000,147000000,0
交易性金融负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
应付票据及应付账款,1358925268,1342267668,1143857753,969903250,1110094545,1513676611,1195674032,1326081951,1174011470,1178296417,922724284.8,1168934463,1020239722,992055910.5,0,1064431609,0,1040608203,0,287201701.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
应付票据,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
应付账款,1358925268,1342267668,1143857753,969903250,1110094545,1513676611,1195674032,1326081951,0,1178296417,0,1168934463,1020239722,992055910.5,1087911405,1064431609,1061686904,1040608203,196762048.3,287201701.5,527287333.6,880976072.1,316757090.8,563904100.7,280348676.6,707534647.5,254046624.3,300447845,179958598.3,284748288.9,295246227.4,154945158.1,228373243.6,345280977.7,192020463.8,177403043.5,227653182.7,172343585.1,256736972.7,103561188,105625766.7,232013104.3,141223975.3,86036869.11,68881978.82,139121352.5,88587110.96,59902501.9,56283240.37,121289073.6,121894425.3,74163740.54,67839733.09,59681964.5,58157974.63,69880889.48,62111408.07,40813549.99,74371691.4,21723602.78,44681505.44,30329177.02,21384556.04,1663140.34,37176128.24,35782831.8,29554677.23,25711328.1,18026442.38,40004706.01,45095250.13,30349687.07,92997296.13,24208759.65,46612121.45,22218060.29,23806561.09,10084988.04,31911863.66,29849878.67,30919891.95,25626956.39,0
预收款项,0,0,0,0,0,13740329699,11255301343,12256895356,11384567204,13576516813,11167533770,9940315208,13172068428,14429106902,17471599149,17780462402,18987716267,17541082237,17393113994,11481462347,8544531235,8261582073,5605690314,2336532250,2791357241,1476233096,863078519.5,544093908.1,1620934563,3045113586,1942323729,834909649.2,2866551654,5091386270,3747235014,4045101878,5771602337,7026648777,6818054223,4934943750,6343640233,4738570750,3261960545,1967772191,3061744019,3516423880,1291979488,656278378,1843123126,2936266375,936307045.5,294309661.1,1299238882,1125288196,2225691510,2442383983,2288687475,2136139562,2376011816,1930943022,1497531230,1543198287,1432522802,1142634234,975658209.3,1036893726,940904599.9,689015516.6,559029622.7,745368392.5,740386373.7,405099682.7,163378923.9,452516762.9,319415404.3,230405955.5,167693673.7,306147007.8,60338220.45,385340199.6,86012360.84,93845099.56,0
应付手续费及佣金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
应付职工薪酬,459570115.4,2981125504,247030900.9,249274088.2,377878287.9,2445071027,326861503.9,411911154.8,452032722.9,2034514659,548714026.5,505809848.8,335223076.5,1901644194,438813137.9,412607384.9,428985472,1628507252,425171258.8,426673790.7,468031934.3,975477747.1,330010898.1,272740804.6,314852542.1,988643842.6,229074380.4,206743735.7,246301793.3,260284491.7,234790816.4,237704672,243914542,269657755.6,230251781.1,209540858,239894196.9,577522908.1,224194887.6,236869502,315369564.2,500258690.7,228822513.6,219342568.9,221876918.5,463948636.9,85504323.52,81161284.65,94590770.93,361007478.8,27515257.91,25823194.86,595973.83,54596365.24,59665279.29,55185885.55,32087669.52,97946613.02,61323495.32,55493188.91,51631572.92,94549201.41,41176966.37,41989017.98,38014868.42,62895093.14,33756781.3,32351576.68,56944253.48,55513753.5,49277141.65,47550824.86,45728489.82,61785500.24,26779980.55,10786313.76,19273924.69,19823059.32,0,6706990.1,890294.04,0,0
应交税费,5338093811,8919821016,4902050226,4568927086,5007088677,8755949267,4599964547,3257952777,2703615843,10771075967,5025353546,1712995353,2384919699,7726135742,5369883310,1942909141,2972481742,4272289195,1940334706,1839062337,1872491614,2515516157,1747481864,1160203414,1394870953,2105178166,1739406025,2044133979,2154365486,3311880890,2412250959,1605568712,1777802420,2430093461,1343260348,1533917684,759279831.1,788080887.3,1426862877,996570725.1,707250314.5,419882954.1,480477504.1,333972453.1,351232906.3,140524984.3,361096982,317344605.6,256948214.3,256300257.2,338517455.5,274146542,223988069.7,407747376.2,444610409,302508705.4,580497443.6,799888744.2,579933248.2,518046187.7,650983556,910874634.4,571081576,488276213.8,572520719.3,592839376,267592270.5,201851940.3,207579844.3,415165509.6,148931189.8,107864087.2,280379278,320854102.2,185026778.4,105457534.4,201581710.7,237655974.4,218621799.3,163768961.6,279994490.4,157969304.4,0
其他应付款(合计),3873229441,3257245259,3125924902,3579724047,3571344148,3589516599,3605589173,4618234186,3587234545,3404771072,4618218558,7070998094,3674600450,3063362897,0,11314350574,0,1759120207,0,6463675641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
应付利息,0,0,0,0,0,11081.87,29188819.81,45736806.48,32896456.27,42770451.84,33820916.55,30777833.54,14307389.24,23414593.67,24740964.15,39370998.08,39606282.75,34481635.33,21599948.09,46904631.72,40428159.98,27409447.4,15831375.97,33124441.8,23734467.61,15365197.91,7473820.49,33684820.81,24308411.11,27383888.89,13514111.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
应付股利,0,0,125540869.8,0,0,446880000,0,0,0,0,0,2580473549,0,0,0,8529177881,0,0,0,4977430129,0,0,0,0,0,0,0,0,564392547.6,0,0,429516584.8,629516584.8,0,195688456,4233765264,2250000,0,225593891,2269077518,318584196.3,318584196.3,220246678.3,1186664698,0,137207662.6,0,1058642429,172451384.7,0,115386977.7,118186308.6,41806958.04,41806958.04,41806958.04,722871773,722688505.6,0,545065.2,0,42665714.49,37181810,0,0,0,17440859.68,17652617.6,17864375.52,27982641.13,1212795.36,1212795.36,55577521.6,55577521.6,55577521.6,97601152.8,155488801.5,155488801.5,165107825.7,106865617.7,5617043.56,0,0,0
其他应付款,0,3257245259,0,3579724047,0,3142625517,0,4572497379,0,3362000620,0,4459746712,3660293061,3039948304,3092024975,2745801695,2473356946,1724638571,1388858404,1439340880,1322204243,1423139206,1240211431,1242727742,1181440648,1231886240,1121122683,1297059321,1297181405,1604688158,1325343400,1339057192,1542658486,1389984092,1117084931,1089178005,858514785.6,916123207,839515287.2,814640531.4,820549084.2,818880550.6,745527353.9,792826639,720415463.6,710831237.1,685092693.5,623444447.5,584099269.1,575906355.7,642824025.6,634832659.2,637466044.7,423495209.8,411364074.5,414688558.2,308664076.2,310137150.2,240631371.1,208860859,178052630.8,269348761.1,188286286.9,320008574,275403561.3,396044896.5,325601208.3,199590239.6,200822198.3,213109026.9,173188379.5,139850240.5,135595654.8,127453900,101540468.9,81084064.26,88203915.76,176692131.9,61064695.94,105580857.9,59024931.4,18613175.01,0
预提费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126932.01,54545315.98,3475830.49,46087349.15,1305119.69,53688595.81,40775668.58,63003991.93,7450299.38,105209502.5,53387181.34,49856432.44,5224656.87,75262903.83,27956929.61,23863647.31,3548598.58,57419281.8,29882599.23,36635399.29,233559.23,19256032.09,8163.87,36647.61,0,0
一年内的递延收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
应付短期债券,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
一年内到期的非流动负债,102832047.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57360000,0,0
其他流动负债,670974127.1,1609801369,1149384251,1107861114,799936859.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191241.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
流动负债合计,32328848499,45673669913,30405726089,29605465609,25817912405,41093299213,31679418410,45437198104,30566115049,42438186813,40975040327,33394787928,29239690793,38574919400,39383620859,41303919297,36509261705,37020425426,33846958824,28177767489,19733620532,20051723001,15622421631,8658192015,8821102511,10543844384,8292456545,8576184624,8558284059,11307288404,9436300179,7823833198,7288816931,9526402556,6825540994,11288906732,7859194334,9480719364,9790958139,9355663214,8611019159,7028190246,5078258570,4586615419,4424151286,5108057754,2512260598,2796773646,3007496005,4250769540,2182445188,1421462106,2270935661,2112616070,3241296206,4007519794,3994927820,3393886355,3391384178,2741388244,2514741183,2895201383,2311856855,2037078707,1970912838,2156645237,1727914614,1223660981,1127064171,1485541720,1235178166,815737095.2,803271180,1055556072,838624003,637153988.2,698058233.1,925757031.2,642491805.8,825076621.9,629695102.1,447397453.6,0
非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60360000,0
应付债券,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
租赁负债,398665676.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
长期应付职工薪酬,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
长期应付款(合计),0,0,0,0,0,0,0,0,0,0,15570000,15570000,15570000,15570000,0,15570000,0,15570000,0,15570000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
长期应付款,0,0,0,0,0,0,0,0,0,0,15570000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
专项应付款,0,0,0,0,0,0,0,0,0,0,0,15570000,15570000,15570000,15570000,15570000,15570000,15570000,15570000,15570000,15570000,15570000,17770000,17770000,17770000,17770000,17770000,17770000,17770000,17770000,17770000,17770000,17770000,17770000,17770000,17770000,17770000,16770000,19530000,19530000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0,300000,300000,300000,300000,0,0,0,0,0,0,0,0,0,0,0,0,0
预计非流动负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
递延所得税负债,904043.46,1457513.23,1812436.91,74521880.47,71998420.44,72692601.01,48945625,77674719.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
长期递延收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
其他非流动负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
非流动负债合计,399569719.9,1457513.23,1812436.91,74521880.47,71998420.44,72692601.01,48945625,77674719.84,0,0,15570000,15570000,15570000,15570000,15570000,15570000,15570000,15570000,15570000,15570000,15570000,15570000,17770000,17770000,17770000,17770000,17770000,17770000,17770000,17770000,17770000,17770000,17770000,17770000,17770000,17770000,17770000,16770000,19530000,19530000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,300000,300000,300000,300000,300000,0,0,0,0,0,0,0,0,0,0,0,60360000,0
负债合计,32728418219,45675127426,30407538525,29679987489,25889910826,41165991814,31728364035,45514872823,30566115049,42438186813,40990610327,33410357928,29255260793,38590489400,39399190859,41319489297,36524831705,37035995426,33862528824,28193337489,19749190532,20067293001,15640191631,8675962015,8838872511,10561614384,8310226545,8593954624,8576054059,11325058404,9454070179,7841603198,7306586931,9544172556,6843310994,11306676732,7876964334,9497489364,9810488139,9375193214,8621019159,7038190246,5088258570,4596615419,4434151286,5118057754,2522260598,2806773646,3017496005,4250769540,2182445188,1421462106,2270935661,2112616070,3241296206,4007519794,3994927820,3393886355,3391384178,2741388244,2514741183,2895201383,2311856855,2037078707,1971212838,2156945237,1728214614,1223960981,1127364171,1485841720,1235178166,815737095.2,803271180,1055556072,838624003,637153988.2,698058233.1,925757031.2,642491805.8,825076621.9,629695102.1,507757453.6,0
所有者权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),1256197800,1256197800,1256197800,1256197800,1256197800,1256197800,1256197800,1256197800,1256197800,1256197800,1256197800,1256197800,1256197800,1256197800,1256197800,1256197800,1256197800,1256197800,1256197800,1256197800,1256197800,1256197800,1256197800,1141998000,1141998000,1141998000,1141998000,1141998000,1038180000,1038180000,1038180000,1038180000,1038180000,1038180000,1038180000,1038180000,1038180000,1038180000,1038180000,943800000,943800000,943800000,943800000,943800000,943800000,943800000,943800000,943800000,943800000,943800000,943800000,943800000,943800000,943800000,943800000,943800000,943800000,943800000,943800000,943800000,471900000,471900000,471900000,393250000,393250000,393250000,393250000,275000000,275000000,275000000,275000000,275000000,275000000,275000000,250000000,250000000,250000000,250000000,185000000,185000000,185000000,0,0
资本公积,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1374964416,1375111416,1375001166,1375001166,1374964416,1374898756,1374878084,1374779594,1374449261,1374750771,1374285111,1846185111,1846119451,1845673791,1924023791,1923937321,1923937321,1923800641,2014484981,2014484981,2014484981,2014419321,2014386491,2014320831,2014320831,2039255171,2039255171,2039221851,2039189511,89470324.02,88432681.62,88432681.62,0,0
减：库存股,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
其他综合收益,-8276739.07,-5331367.75,-5627561.16,-5902217.46,-7254981.32,-7198721.79,-7716354.56,-7209553.68,-9213360.8,-7065725.7,-5928801.14,-8513766.42,-7883649.39,-7401576.4,-7229608.16,-7793841.05,-10729839.77,-11240841.56,-9828907.23,-10741866.18,-9516873.08,-13034075.47,-12472326.27,-14908204.18,-10342175.05,-619043.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
专项储备,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
盈余公积,20174922609,20174922609,20159348520,20159348520,16595699037,16595699037,16408532749,16408532749,13444221245,13444221245,13297348656,13297348656,8215595510,8215595510,8032437263,8032437263,7135649963,7135649963,7083825671,7083825671,6210524498,6210524498,5249407235,5249407235,5249407235,5249407235,5276552449,5276552449,4220803927,4220803927,4221669106,4221669106,3036434460,3036434460,3038678758,3038678758,2640916373,2640916373,2206854637,2206854637,2176754189,2176754189,1702957797,1702957797,1585666147,1585666147,1344191389,1344191389,1001133830,1001133830,996505519.4,996505519.4,838320965.6,838320965.6,1264879719,1264879719,1254272844,1253305422,967252340.8,967252340.8,967252340.8,967252340.8,648560928.3,648560928.3,648560928.3,648560928.3,424392525,424392525,424392525,424392228.4,341468411,341440996.3,275280085.3,275280085.3,227558468.2,227558468.2,163612517.1,163612517.1,114734706.6,63435431.12,6166053.19,0,0
一般风险准备,927577822.7,927577822.7,898349936.8,898349936.8,898349936.8,898349936.8,788302643.6,788302643.6,788302643.6,788302643.6,600859229.6,600859229.6,600859229.6,600859229.6,420758409.4,420758409.4,420758409.4,420758409.4,218361303.4,218361303.4,218361303.4,218361303.4,134294502.4,134294502.4,98594502.37,98594502.37,28596286.27,28596286.27,13296286.27,13296286.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
