报表日期,20210630,20210331,20201231,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19931231,19700101
单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
无形资产,117331850.6,123302760.6,122785784.1,127044649.2,122181878.9,124687944,123208470.2,126403885.9,61858709.45,64036555.59,64851911.5,64018395.91,60841280.1,62535659.29,63801170.41,64050257.34,54052004.62,53264021.78,54068361.68,53851114.48,54617238.18,55199668.52,55751004.47,86678945.02,87397998.21,87668318.54,88488934.59,108114717.7,108272433.3,109167426.4,109493056.3,110210743.3,110263579.1,111112724.9,111975213,129713643.4,130593866.7,130078333.3,130986619.7,43094990.2,43548164.25,44000329.97,44421181.63,44780763.3,74227923.91,74621175.42,525416467.3,523930882.4,526170013.3,528016324.3,499243887.8,74874145.05,75505823.77,74777811.65,75419629.93,76040148.21,67462125.75,68075633.32,68270194.55,67063899.83,67647186.58,60854859.04,61401206.16,175193290.5,176352881.7,177512472.9,178672064.1,190823942.2,215654627.9,217099189.5,218378305.5,203905724.2,205229556.6,206543845.1,207844579.1,187724833,188369466.3,189604882.4,184057002.7,62703738.75,63717819.81,64428372.65,65427990.71,66427617.97,8231328,8322787.2,8414246.4,0,8597164.8,8780083.2,8963001.6,9145920,0
开发支出,0,0,0,0,0,0,0,5437515.83,18408682.15,9196625.33,5545514.19,9127786.18,14372263.08,9964946.27,8651753.55,5872399.48,14197482.47,9591069.43,6558865.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000,240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
商誉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
长期待摊费用,1448955.83,1729403.55,2023375.97,2324110.73,2624845.49,2944025.42,3272496.85,3207703.74,3508557.93,3809412.12,4110266.33,8670445.45,9191921.02,8478946.59,8680631.53,6562313.36,6650874.85,5803556.98,5867094.62,6024763.6,6241120.93,6493684.47,6759884.34,6861592.65,7024317.63,7219299.9,7586916.53,4820154.54,5424843.83,5738499.08,6052154.33,6365809.58,6679464.83,1652642.89,872153.34,789457.16,362074.61,0,0,0,0,0,0,727169.18,814314.06,781742.69,688145.16,637313.44,649206.41,0,0,0,0,0,0,0,0,0,79595.3,242603.36,318381.2,437774.15,557167.1,676560.05,795953,915345.95,1034738.9,4432803.99,5284199.32,5317519.85,5447559.32,4014124.36,4068050.88,6429597.61,6628071.11,4636944.04,715947.26,0,0,204358.64,115467.59,0,0,0,0,0,0,0,0,0,0,0,0
递延所得税资产,244130044.6,212172236.3,197475388.4,198099297.9,197833955.9,164275299.1,145615292.3,148692360.2,155535809.2,114710675.9,113338453.8,121591906.8,146621466.2,123066682,121352727.9,105231847.9,97314292.49,73401044.95,79036626.83,54497924.19,53190007.19,58012278.37,65760274.14,32863959.42,27532397.83,25375709.23,26151986.47,162890666.4,161069141.4,150455504.1,133573230.2,105824805.9,92193116.01,124716155.6,131940918.4,108836512.1,111667170,112137119.7,114497481,103728061.7,86884484.96,82131572.33,78264761.22,71572951.28,59124369.1,48600861.03,42628166.39,46244057.75,35707396.17,27406881.91,27929580.47,19673383.08,21256122.1,20981357.22,9916029.54,5885936.35,4886017.63,10019385.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
其他非流动资产,2938305.88,12819953.55,6225501.25,3156515.99,3133115.99,3095033.99,8046433.99,5729405.46,27639986.32,20048046.66,15795772.29,23129659.18,32366472.53,22251982.93,23595938.64,7559040.24,13590139.79,16643389.78,4065239.68,0,0,0,0,2804355.16,2084730.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8927420.61,0,0,0,0,0,4302437.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
非流动资产合计,1334324089,1197085588,1101549846,1068744514,1048029344,972609070.5,903061101.5,878876219.1,838151931.6,752837255,749074052.2,738947191.4,768663546.4,698077859.4,684778168.8,659712901.7,646203810.9,624584417.6,608776306.3,577741011.5,581352840.8,593625137.1,609834044.4,625212119.3,621525961.2,635686320.1,643607879.3,842163667.9,850596795.5,849015504.5,839020759.5,896182790.4,889946373.8,904276008.4,885044989.3,641535209,605620327.4,558110181.5,539163530.3,387670529.2,355632292,413153561.8,370043040.8,365280980.7,387293168.7,372291291,841534321.5,830819059.8,823170090.2,815238743.4,792736352,358909245.3,361984022.2,350919811.9,338949885.7,344895807,344112331.5,348651237.5,344867194.5,398951273.6,394474655.5,396064590.6,395246901.9,513516650.4,512132680.7,509908655.5,512411272.5,659119698.4,1055525475,1068143778,1059941452,1036081981,1050805249,1076984319,1087493464,891272697.5,899442426.6,903034040.2,766773980.8,566870363.2,544163692.6,547577540.8,438845531.7,473044662.7,249190062,200117183.7,197632620.8,182661303.6,177312473.9,150004641.6,135413344.9,124231234.4,0
资产总计,4760759014,4968479514,4366764634,4127688948,3855416413,3919005889,3945981466,3578101565,3859137625,3436506910,3197979886,2963667893,3099626712,2991083822,2788889213,2473253733,2293518945,2344783422,2203543831,1957924623,1847971105,1867288059,1794750206,1753835818,1593147437,1729234492,1622153139,1879546287,1919561105,1980098769,2061574890,2247304559,2375199119,3205757151,2652213737,2452779366,2301663068,2459347647,2529183341,2143503991,2053301478,2196723252,2141937658,2391681676,2473092569,2872380425,2794172980,2965256816,2541432957,2554712821,2512504751,2089105929,1989520740,2428807681,2263962045,1830765277,1610489415,2048380143,1885265711,1932885681,1819462420,1888642885,1722242494,1662100648,1612484947,1711062264,1586785113,1812558842,2165233912,2291749284,2305333440,2347369953,2377085075,2466468209,2484860752,2556844651,2580391998,2600966855,2475520565,1680562959,1670055560,1657533831,1399586662,1396549555,676601909.9,641084179.2,619312837.9,567028865.6,534948418.2,340918418.3,328036806.8,218436913.8,0
流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
短期借款,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,38000000,20000000,24000000,24000000,22000000,75805415,68169815,60000000,60000000,60000000,85000000,85000000,90000000,352000000,385000000,466499980,488135930,490196000,406796000,430000000,445000000,438000000,318832600,322000000,557810000,552209000,592409000,564800000,508800000,505000000,538000000,640000000,640000000,604000000,559000000,417600000,412150000,325150000,323150000,265150000,162000000,168550000,138550000,0,107550000,70550000,67550000,96050000,0
交易性金融负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
应付票据及应付账款,722676122.9,736826270.3,630748431.6,618164895.3,625360683.6,548576100.4,478149135.4,534012073.9,623783470.4,444148126,402427096.7,441963124,409574541.1,535766106.1,418506748.6,0,272991141.8,0,277902723.9,0,158027801.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
应付票据,41593143.57,96672039.1,149194165.4,146684531.5,125038374.4,61073513.84,149109712.1,187050521.3,69201167.01,0,96018448.06,0,174616963.5,204697647.4,142754289.5,126672050,91831939.14,127343639.1,85380100,44447740,44447740,6300000,6300000,4000000,18140000,47551227.83,40815549.82,39004321.99,52550629.78,28650000,8850000,13200000,12000000,16000000,16000000,0,0,0,0,0,1000000,4000000,0,2000000,2000000,0,1000000,1000000,0,1000000,1000000,0,0,1000000,1000000,0,0,0,0,0,0,0,0,0,0,0,0,170074402.9,206764427.3,256002523,182724421.8,243561519.3,271825000,240347308.4,157696308.4,90337559.12,52358559.12,10207458.56,0,0,0,2000000,5000000,500000,0,0,0,0,0,0,0,0,0
应付账款,681082979.3,640154231.2,481554266.3,471480363.8,500322309.1,487502586.6,329039423.3,346961552.6,554582303.4,0,306408648.6,0,234957577.6,331068458.8,275752459.2,318500888.1,181159202.7,170258124.1,192522623.9,140433419.8,113580061.6,135479769,119551877.7,57087954.71,34286174.13,41601912.66,103872604.6,119575718.7,116013457.7,181902527.1,187391477,245771650.5,269680034,305750397.9,370620775.7,130728486.7,132517769.2,176906145.1,128557762.8,131767812.5,94176636.61,107220855.6,124861512.3,59391891.39,56598334.46,77088351.87,115159613.7,133611637.7,42121606.85,41958239.66,49059292.67,46080172.66,53307269.35,32229447.22,42043905.09,51211826.7,59737334.12,35216466.38,78111601.4,33944213.15,36933816.21,51410906.71,38270549.25,22467030.63,24431774.24,46980519.12,52287207.83,76517182.19,119542841.5,146457119.1,164886216.3,160606423.9,171383855.8,197866378,238190962,266569728.4,238791433.7,346756334.8,412062799.2,154688204.2,205349671.8,177150375.5,185435562,145087051.9,59469963.57,53964521.7,45503402.85,0,37106197.53,33595917.51,28712361,10864702.22,0
预收款项,0,0,0,0,0,0,370964989.6,80656497.2,59487309.85,40555562.93,160276345.3,36529072.18,32648948.64,68660808.58,169062743.7,49082908.82,68814305.96,101105553.5,89168005.44,70979109,35870639.94,81439129.77,42637935.59,41189597.29,31083390.84,89844098.17,57491397.18,30094277.44,46056020.12,9092655.63,9552598.78,15960031.34,13774147.9,26173391.85,53020482.56,46789251.04,50050560.02,66941422.14,350768570,86697116.54,83235959.02,101086328,90754090.73,691819609.3,678171107.7,722666224.5,739810358.7,1197820276,992687562.8,627498983,560057315.2,531193718.1,583583631.9,641644884.5,476971712.7,190792285,48395506.47,145178165.7,33678346.63,61732195.11,18368242.04,15552414.38,70336449.04,22387101.42,20351427.35,26217086.74,40516686.47,38869095.5,34804193.02,30534797.99,54747824.01,48162815.53,45400723.43,33948220.19,30372100.58,15718189.43,18408391.64,24094174,4910787.18,3221991.25,6271177.87,57421696.69,4299332.68,6205470.78,54354.49,0,6912,0,4047180.71,1004579.39,0,258038.24,0
应付手续费及佣金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
应付职工薪酬,140249688,117297581.1,91189001.49,67385818.96,84550516.07,107595030.2,72558571.14,58155239.45,101116944.3,86720292.35,83366904.48,46232525.93,84431969.02,62338483.41,81704505.16,42084354.91,37865034.8,42533721.48,53448907.76,36754739.5,35353150.47,13992957.53,41759963.55,16912670.71,16286717.66,17105726.71,31105217.54,17450737.56,22778872.1,21335093.92,11799627.98,15192380.7,14048584.57,11266433.55,34575154.46,19866083.36,13607663.09,11117449.64,31230511.17,19646778.68,7200480.77,5548597.79,5825932.42,4903437.41,6771279.46,4992644.63,4118895.63,4140111.94,4106957.91,3827258.38,3456627,3351711.87,3600283.75,3109360.12,7663309.12,15711862.48,15570241.78,9345492.11,8779527.04,9911811.42,10257331.95,10765432.25,10728047.08,10616062.3,11116244.1,11908123.08,11592082.82,13909455.61,19116135.29,23007291.64,23941207.2,29699477.45,37032808.97,21486889.69,24819235.8,21911966.91,21426426.15,19135578.78,18273584.43,20282768.78,33392951.33,44984681.47,50665372.88,49073911.45,10074921.76,14185248.93,4451228.94,0,4521620.51,3426513.6,1181009.49,-93529.28,0
应交税费,56478908.39,215404974.6,166479520.2,236208888.7,12519187.07,117938099.9,185315270,192087946.4,115564949.7,125199470.4,141115755,148264918.2,99101886.45,88054041.69,98725868.05,108537393,42339498.78,39284263.97,55783537.69,40417728.61,17719900.37,49596454.15,80348255.39,58586718.92,18867569.63,40876063.34,24072391.59,26971976.91,8855882.48,9346650.93,36159453.67,8521756.96,21723817.23,64132852.63,67122820.77,106789619.6,11691248.65,83592198.53,88025209.5,79933636.15,103315440.9,115691706.6,167108705.7,60430138.69,54284532.16,97907951.48,123532840,25932928.35,-25076565.06,-966653.94,67408518.3,37035889.48,-23909109.09,11850214.81,105872491.6,72953737.69,40610410.5,62535050.1,26624222.14,32713066.84,-3250128.78,-2885699.21,24330455.2,51227918.81,-4212006.47,24169737.03,30758040.93,25935532.82,-23527942.63,-11311791.25,15918516.3,-26533856.62,-53486423.78,-36593079.6,-21533399.62,-17058640.86,36967723.91,42363305.3,86761839.44,29164618.05,46517158.98,39867496.98,23704240.81,74706910.2,20032742.54,-354004.62,8538447.93,0,4337286.35,8852773.46,44204478.33,4992970.54,0
其他应付款(合计),1257390312,585595670,560936160.9,577373210.1,1111399101,801511860.5,699629313.7,756055419,1294973828,631079451.4,522569337.1,445602929.2,829254102.9,447994407,392715682.9,0,500058448.1,0,247739319.5,0,251484779.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
应付利息,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500571.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
应付股利,884020063,297984705.4,297984705.4,297984705.4,839925972.5,131640270.4,131640270.4,131640270.4,558825464.9,906277.8,906277.8,906277.8,303801405.2,903072.4,903072.4,903072.4,225631715.3,900694.2,900694.2,900306.45,37541233.8,900306.45,900306.45,900306.45,900306.45,900306.45,900306.45,900306.45,900306.45,1972437.55,1972437.55,1972437.55,1972437.55,1971248.45,1971248.45,1971248.45,69716387.77,1970059.35,1970059.35,1970059.35,1970059.35,1968870.25,1968870.25,1968870.25,2010589.31,2013658.95,2013658.95,2013658.95,2013658.95,2010923.74,2010923.74,3315530.66,3021312.62,2684426.53,2684426.53,1612295.43,1612295.43,1905767.16,2858979.55,2972456.55,7585655.84,1579324,2122732,2227376,4886044,502360,502360,7954528.75,7980866.77,7954528.75,7954528.75,8317701.91,9205736.88,10458764.21,20180959.54,11573522.66,13594022.66,21691667.26,22473662.66,4435195.62,40761745.69,8500.37,8500.37,10137743.65,10163243.65,11168368.65,18867243.28,0,11399.8,11399.8,16876756.8,0,0
其他应付款,373370249.1,0,262951455.6,0,271473128.1,0,567989043.3,0,736148363.5,0,521663059.3,0,525452697.8,447091334.6,391812610.5,325612374.8,274426732.8,290236410.2,246838625.3,216530560.9,213943545.9,206356870.8,214129539.6,201420822.2,118854179.1,137085876.3,150158231.2,68424411.37,71624970.68,80478559.54,74456177.16,39041618.08,32889966.24,653407299.9,73124302.42,120956597,88772615.11,120815949.3,112280385.4,103241635.6,97896735.97,98829817.75,113016845,44138771.7,88936669.54,143610905.7,123474574.6,83740885.59,56220439.49,76267969.3,116934000.8,46669841.35,47250429.45,268019719.6,230291896.8,182753555.7,182474529.8,210271111.1,177958392.6,180290720.6,128535546.7,131776139.5,37188667.11,26541344.54,29734179.63,33789770.9,29759737.55,42664251.12,76340948.48,98133430.21,99915872.34,91995478.17,70714864.32,80438137.62,64248256.23,56461234.28,61455759.27,62136369.14,59782398.41,47402973.49,65700164.48,83314777.54,95688646.93,57062946.51,6211097.94,1566063.01,12350715.7,0,13495746.58,13547157.84,15788058.78,21069904.47,0
预提费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317991.67,21909571.6,29510000,23200000,0,0,0,0,0,220530.85,3566156.8,6451415.59,0,7438882.03,4909379.38,7260844.87,2899658.87,1085497.77,2681759.45,3135999.49,6849.5,3484821.23,781340.44,10663678.96,4564624.41,16014694.41,1000000,4757527.37,980000,0,700000,1320000,800000,639746.84,0
一年内的递延收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
应付短期债券,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
一年内到期的非流动负债,0,0,0,2990179,4162013.43,4162013.43,3812991.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21197407.5,33266340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000,37000000,25000000,70000000,8500000,0,0,0,50000000,60000000,31000000,31000000,0,20000000,10000000,15000000,0,7000000,1500000,7500000,0,0
其他流动负债,4257187.18,19495064.66,30630218.17,0,0,0,0,0,0,177989.95,237320.32,72427317.73,71722651.55,30102990.24,30137320.32,34330.08,68660.16,853721.43,888051.51,34330.08,68660.16,137320.32,137320.32,1601096.7,3202193.46,4803290.22,137320.26,4903290.22,6504386.98,4903290.22,6267066.66,0,0,0,12090000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
流动负债合计,2819919794,2398197629,2216106737,2215347477,2342285628,1610210074,1810430271,1620967176,2194926503,1327880893,1309992759,1191019887,1526734100,1232916837,1190852869,971427372,922137089.6,772516128,724930545.8,550497934.3,498524932.2,494202808,505765198.5,381699167,241620531.2,379768501.7,320814085.4,307325040.6,325284526.3,337681214.9,336448838.8,339659875.1,366088987.5,1099899032,661791124.4,427101286.1,366356243.8,461343224.1,712832498.2,423257038.8,388795312.6,434346176,503535956.4,866652718.8,926772512.6,1068279737,1133109942,1472259499,1094073661,829902706.7,868096492.7,727646864.2,726853818,1020538053,951527741.8,600035563.1,438400318.1,816452052.5,714825700,810847337.4,716514763.2,722486780.8,591641999.5,566629375.6,531583476.5,581861383.9,485238702.2,699475377,1002832454,1122931793,1146286048,1158796196,1108277802,1090721081,1134370522,1112538161,1101575182,1150272110,1183127316,745812317.7,882382394.6,779562641.4,724895751.6,627633741.2,291070854,264862269.9,245457549,200478736,180502750.8,135718202.7,144118899.4,85980477.14,0
非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000,18000000,70000000,78500000,78500000,25000000,25000000,25000000,112000000,127000000,158000000,56000000,76000000,76000000,0,68900000,68900000,71900000,29200000,0
应付债券,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
租赁负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
长期应付职工薪酬,0,0,0,0,0,0,17820819,23242264.84,22253274.26,29896802.44,28116913,28930377.62,24430377.62,19930377.62,15430377.62,11209070,9627000,8127000,6627000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
长期应付款(合计),0,0,0,0,0,0,349021.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
长期应付款,0,0,0,0,0,0,349021.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54712547.51,53964755,53206842,52469170,63330087.5,62526005,82917082.5,81836880,80839770,107624360,106280300,104936240,155617180,158733120,183560000,200000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4180000,0,0,0,0,0,0,0,6350000,6350000,4300000,4300000,0,0,0,0,0,0,0,0,0,0,0,0
专项应付款,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,300000,300000,300000,300000,300000,300000,300000,300000,6650000,6650000,6650000,6650000,6750000,6650000,6650000,6350000,6350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
预计非流动负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10997038.98,10997038.98,10804904.89,5012374.75,17463782.75,17463782.75,17463782.75,17463782.75,6580178,10406297,11406297,11406297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
递延所得税负债,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107719.06,1121503.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
长期递延收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77941602.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
其他非流动负债,14413379.66,14542452.98,14671526.3,5000599.62,5129672.94,5258746.26,5387819.58,3396851.31,3456181.38,3337521.5,3037521.5,3574841.82,3624841.82,3124841.82,2324841.82,2462162.14,2462162.14,2462162.14,2462162.14,2599482.46,2599482.46,2599482.46,2599482.46,77941602.68,0,77941602.68,2736802.78,81143796.2,81143796.2,84345989.72,81571866.68,88016525.02,90046350.01,94106000,94106000,94340000,94340000,94340000,94340000,94190000,94190000,94190000,94190000,92950006,64740000,65646000,51806000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1493344.89,1493344.89,1493344.89,1493344.89,1493344.89,1493344.89,1493344.89,1493344.89,1493344.89,1493344.89,1493344.89,0,0,0,0,0,0,0,0,1008714.94,0,1437976.88,1389040.03,1398379.89,3282202,0
非流动负债合计,14413379.66,14542452.98,14671526.3,5000599.62,5129672.94,5258746.26,23557660.5,26639116.15,25709455.64,33234323.94,31154434.5,32505219.44,28055219.44,23055219.44,17755219.44,13671232.14,12089162.14,10589162.14,9089162.14,13596521.44,13596521.44,13404387.35,7611857.21,95405385.43,95405385.43,95405385.43,95405385.43,87723974.2,91550093.2,95752286.72,92978163.68,88016525.02,90046350.01,94106000,94106000,149052547.5,148304755,147546842,146809170,157520087.5,156716005,177107082.5,176026880,173789776,173472079.1,174157803.1,156742240,155617180,158733120,183560000,200000000,0,0,0,0,0,0,0,0,300000,300000,300000,300000,300000,300000,300000,300000,1793344.89,8143344.89,12323344.89,8143344.89,8143344.89,8243344.89,33143344.89,26143344.89,77843344.89,86343344.89,86343344.89,31350000,29300000,29300000,115275635.1,126014154.6,157195529.9,54962318.23,77130624.53,77008714.94,80865053.01,70337976.88,70289040.03,73298379.89,32482202,0
