,综合效率,CRS_Status,纯技术效率,VRS_Status,规模效率
20051231,0.702410521,Optimal,0.895847179,Optimal,0.784074045
20050930,0.576642794,Optimal,0.711200538,Optimal,0.810801966
20050630,0.492346165,Optimal,0.543294028,Optimal,0.906224143
20050331,0.379154273,Optimal,0.378199906,Optimal,1.002523446
20041231,0.697153822,Optimal,0.948636689,Optimal,0.734900758
20040930,0.574036544,Optimal,0.679979796,Optimal,0.844196471
20040630,0.489913676,Optimal,0.526892227,Optimal,0.92981762
20040331,0.375156539,Optimal,0.375156539,Optimal,1
20031231,0.700761351,Optimal,1.009587469,Optimal,0.694106626
20030930,0.59542822,Optimal,0.73103784,Optimal,0.814497127
20030630,0.528558497,Optimal,0.578462184,Optimal,0.913730425
20030331,0.40291049,Optimal,0.40291049,Optimal,1
20021231,0.723473936,Optimal,0.994529149,Optimal,0.727453727
20020930,0.612505881,Optimal,0.764091657,Optimal,0.801613099
20020630,0.541103091,Optimal,0.597836605,Optimal,0.905101975
20020331,0.425163927,Optimal,0.425163927,Optimal,1
20011231,0.711008225,Optimal,0.849206634,Optimal,0.837261741
20010930,1.000000026,Optimal,1.000000017,Optimal,1.000000009
20010630,0.541394334,Optimal,0.531302294,Optimal,1.018994912
20010331,0.464594608,Optimal,0.464594608,Optimal,1
20001231,0.92074229,Optimal,0.940900002,Optimal,0.978576137
20000630,1.350892826,Optimal,0.682818099,Optimal,1.978408053
19991231,0.911316725,Optimal,0.833329617,Optimal,1.093584948
19990630,0.672664807,Optimal,0.653386888,Optimal,1.0295046
19981231,0.999209912,Optimal,0.903689273,Optimal,1.105700755
19980630,0.700548035,Optimal,0.572907182,Optimal,1.222794997
19971231,1.000000001,Optimal,0.999999999,Optimal,1.000000001
19961231,1.246323612,Optimal,1.000000006,Optimal,1.246323604
19951231,1.427201992,Optimal,1.000000005,Optimal,1.427201985
