,综合效率,CRS_Status,纯技术效率,VRS_Status,规模效率
20120930,0.0,Optimal,1.0000000037024637,Optimal,0.0
20120630,0.0,Optimal,0.9502047775185296,Optimal,0.0
20120331,0.0,Optimal,0.7809037680307676,Optimal,0.0
20111231,0.0,Optimal,0.9665682609273035,Optimal,0.0
20110930,0.0,Optimal,0.9186194281860043,Optimal,0.0
20110630,0.0,Optimal,0.9570858222106431,Optimal,0.0
20110331,0.0,Optimal,1.0094372664761866,Optimal,0.0
20101231,0.0,Optimal,0.8422574953616948,Optimal,0.0
20100930,0.0,Optimal,1.0000000139327863,Optimal,0.0
20100630,0.0,Optimal,0.6919610920968111,Optimal,0.0
20100331,0.0,Optimal,0.6892037344568718,Optimal,0.0
20091231,0.0,Optimal,0.8242263810606933,Optimal,0.0
20090930,0.0,Optimal,0.9051205825093676,Optimal,0.0
20090630,0.0,Optimal,0.6007449731811185,Optimal,0.0
20090331,0.0,Optimal,0.39084655687359715,Optimal,0.0
20081231,0.0,Optimal,0.7190005501958596,Optimal,0.0
20080930,0.0,Optimal,0.5280313703366563,Optimal,0.0
20080630,0.0,Optimal,5.078074989178196e-09,Optimal,0.0
20080331,0.0,Optimal,0.0,Optimal,0.0
20071231,0.0,Optimal,0.9570276646259248,Optimal,0.0
20070930,0.0,Optimal,0.6234150964847741,Optimal,0.0
20070630,0.0,Optimal,0.41855054833125294,Optimal,0.0
20070331,0.0,Optimal,0.14104033641437763,Optimal,0.0
20061231,0.0,Optimal,0.7420396021312736,Optimal,0.0
20060930,0.0,Optimal,0.5786527945591965,Optimal,0.0
20060630,0.0,Optimal,0.3132446903527435,Optimal,0.0
20060331,0.0,Optimal,0.0,Optimal,0.0
20051231,0.0,Optimal,0.4970109480335836,Optimal,0.0
20050930,0.0,Optimal,0.31155041059913535,Optimal,0.0
20050630,0.0,Optimal,1.5602555426504214e-07,Optimal,0.0
20050331,0.0,Optimal,0.0,Optimal,0.0
20041231,0.0,Optimal,0.2980204584690389,Optimal,0.0
20040930,0.0,Optimal,2.2710458342299948e-07,Optimal,0.0
20040630,0.0,Optimal,0.0,Optimal,0.0
20040331,0.0,Optimal,0.0,Optimal,0.0
20031231,0.0,Optimal,0.041639591497634854,Optimal,0.0
20030930,0.0,Optimal,0.0,Optimal,0.0
20030630,0.0,Optimal,0.0,Optimal,0.0
20030331,0.0,Optimal,0.0,Optimal,0.0
20021231,0.0,Optimal,0.0,Optimal,0.0
20020930,0.0,Optimal,2.8219441509206675e-08,Optimal,0.0
20020630,0.0,Optimal,0.0,Optimal,0.0
20020331,0.0,Optimal,0.0,Optimal,0.0
20011231,0.0,Optimal,0.0,Optimal,0.0
20010630,0.0,Optimal,0.0,Optimal,0.0
20001231,0.0,Optimal,0.0,Optimal,0.0
20000630,0.0,Optimal,1.6529957104405313e-08,Optimal,0.0
19991231,0.0,Optimal,0.0,Optimal,0.0
19990630,0.0,Optimal,1.029703262823337e-06,Optimal,0.0
19981231,0.0,Optimal,0.0,Optimal,0.0
19980630,0.0,Optimal,0.0,Optimal,0.0
19971231,0.0,Optimal,0.0,Optimal,0.0
19970630,0.0,Optimal,2.7548611920460472e-08,Optimal,0.0
19961231,0.0,Optimal,0.0,Optimal,0.0
19960630,0.0,Optimal,6.3348615799647405e-12,Optimal,0.0
19951231,0.0,Optimal,0.0,Optimal,0.0
19950630,0.0,Optimal,0.0,Optimal,0.0
19941231,0.0,Optimal,0.0,Optimal,0.0
19940630,0.0,Optimal,1.54011187397e-08,Optimal,0.0
19931231,0.0,Optimal,1.683501577391171e-08,Optimal,0.0
19921231,0.0,Optimal,0.0,Optimal,0.0
19700101,0.0,Infeasible,0.0,Infeasible,0.0
20010930,0.0,Infeasible,0.0,Infeasible,0.0
19940930,0.0,Optimal,6.4269456e-10,Optimal,0.0
19911231,0.0,Optimal,6.4269456e-10,Optimal,0.0
19901231,0.0,Optimal,1e-12,Optimal,0.0
