,综合效率,CRS_Status,纯技术效率,VRS_Status,规模效率
20121231,0.732528656,Optimal,1.000165241,Optimal,0.732407632
20120930,0.682162555,Optimal,0.875849554,Optimal,0.778858141
20120630,0.693045522,Optimal,0.785985928,Optimal,0.881753092
20120331,0.416462964,Optimal,0.516609273,Optimal,0.806146901
20111231,0.749576715,Optimal,0.976720188,Optimal,0.767442635
20110930,0.631882934,Optimal,0.777285285,Optimal,0.81293567
20110630,0.640809523,Optimal,0.822039315,Optimal,0.779536344
20110331,0.453651845,Optimal,0.513300255,Optimal,0.883794311
20101231,1.735025355,Optimal,0.999999998,Optimal,1.735025358
20100930,1.105366777,Optimal,0.76762192,Optimal,1.439988551
20100630,0.988579139,Optimal,0.592229859,Optimal,1.669249068
20100331,1.006683455,Optimal,0.387535416,Optimal,2.597655371
20091231,0.837442557,Optimal,0.99999999,Optimal,0.837442566
20090930,0.615389387,Optimal,0.684326644,Optimal,0.899262644
20090630,0.522804835,Optimal,0.535012143,Optimal,0.977183121
20090331,0.34680711,Optimal,0.323498664,Optimal,1.072051135
20081231,0.798550701,Optimal,0.879472172,Optimal,0.907988595
20080930,0.852613532,Optimal,0.653905684,Optimal,1.303878454
20080630,0.861907288,Optimal,0.459624117,Optimal,1.875243828
20080331,0.877686936,Optimal,0.308130303,Optimal,2.848427853
20071231,0.776469926,Optimal,0.863229422,Optimal,0.899494278
20070930,0.555837579,Optimal,0.608885451,Optimal,0.91287709
20070630,0.43885767,Optimal,0.412718345,Optimal,1.063334536
20070331,0.347690704,Optimal,0.277955581,Optimal,1.250885852
20061231,0.813198999,Optimal,0.652540284,Optimal,1.246205054
20060930,0.840965799,Optimal,0.44813427,Optimal,1.87659337
20060630,0.397566851,Optimal,0.340496556,Optimal,1.167609022
20060331,0.287322992,Optimal,0.200294579,Optimal,1.434502093
20051231,0.468325243,Optimal,0.4718982,Optimal,0.992428543
20050930,1.000000016,Optimal,1.000000016,Optimal,1
20050630,0.284182806,Optimal,0.260817892,Optimal,1.089583249
20050331,0.185151008,Optimal,0.163788586,Optimal,1.130426808
20041231,0.470850073,Optimal,0.432017384,Optimal,1.089886869
20040930,0.521098313,Optimal,0.381713509,Optimal,1.365155541
20040630,0.835527827,Optimal,0.299384455,Optimal,2.790819007
20040331,0.221655416,Optimal,0.221655416,Optimal,1
20031231,0.433217038,Optimal,0.426435516,Optimal,1.015902808
20030930,0.409636196,Optimal,0.409636196,Optimal,1
20030630,0.284991993,Optimal,0.284991993,Optimal,1
20030331,0.232531542,Optimal,0.232531542,Optimal,1
20021231,0.942493555,Optimal,0.461959344,Optimal,2.040208877
20020930,0.413318384,Optimal,0.413318384,Optimal,1
20020630,0.476384553,Optimal,0.335226539,Optimal,1.421082453
20020331,0.236331185,Optimal,0.236331185,Optimal,1
20011231,0.858376507,Optimal,0.717192602,Optimal,1.196856332
20010630,0.319733579,Optimal,0.319733579,Optimal,1
20001231,1.211026359,Optimal,0.741189586,Optimal,1.63389554
20000630,0.44181333,Optimal,0.360007616,Optimal,1.227233289
19991231,0.893196187,Optimal,0.681139147,Optimal,1.311327048
19990630,0.409924633,Optimal,0.404882536,Optimal,1.012453235
19981231,1.225641642,Optimal,0.609155045,Optimal,2.012035611
19980630,0.422075889,Optimal,0.416118882,Optimal,1.014315639
19971231,0.650334154,Optimal,0.713042719,Optimal,0.912054967
19970630,0.999999996,Optimal,1.000000073,Optimal,0.999999923
19961231,0.30369737,Optimal,0.30369737,Optimal,1
19960630,1.532635677,Optimal,1.000000005,Optimal,1.532635669
19951231,1.048473195,Optimal,1.000000014,Optimal,1.04847318
19941231,1.141868331,Optimal,0.999999978,Optimal,1.141868355
19931231,0.999999967,Optimal,1.000000029,Optimal,0.999999938
