,综合效率,CRS_Status,纯技术效率,VRS_Status,规模效率
20121231,1.766187476,Optimal,1.000000007,Optimal,1.766187464
20120930,1.956066239,Optimal,0.999999994,Optimal,1.95606625
20120630,1.669258844,Optimal,0.841044875,Optimal,1.984744087
20120331,0.540553856,Optimal,0.560021537,Optimal,0.965237621
20111231,1.461079546,Optimal,0.711485013,Optimal,2.053563348
20110930,0.924425873,Optimal,0.716962391,Optimal,1.289364524
20110630,0.813898606,Optimal,0.527687117,Optimal,1.542388623
20110331,0.579613241,Optimal,0.326004398,Optimal,1.777930742
20101231,0.92861173,Optimal,0.650838173,Optimal,1.426793584
20100930,0.923443816,Optimal,0.474113162,Optimal,1.947728704
20100630,0.557802698,Optimal,0.361858552,Optimal,1.541493753
20100331,0.999999997,Optimal,0.203067773,Optimal,4.92446428
20091231,0.819545474,Optimal,0.480603277,Optimal,1.70524321
20090930,0.907058202,Optimal,0.405170265,Optimal,2.238708713
20090630,0.827479412,Optimal,0.315986443,Optimal,2.618718086
20090331,0.228310446,Optimal,0.136310979,Optimal,1.674923383
20081231,0.811736489,Optimal,0.454582846,Optimal,1.785673384
20080930,0.783495754,Optimal,0.277751307,Optimal,2.82085353
20080630,0.909725487,Optimal,0.228907917,Optimal,3.974198441
20080331,0.444991476,Optimal,0.133601112,Optimal,3.330746787
20071231,0.329708869,Optimal,0.28779681,Optimal,1.145630726
20070930,0.389357359,Optimal,0.197578421,Optimal,1.970647185
20070630,0.670459674,Optimal,0.126675926,Optimal,5.292715809
20070331,0.91675013,Optimal,0.097722697,Optimal,9.381138276
20061231,0.39783147,Optimal,0.222300617,Optimal,1.789610285
20060930,0.557750394,Optimal,0.192589022,Optimal,2.896065347
20060630,0.486294944,Optimal,0.112889139,Optimal,4.307721261
20060331,0.760507578,Optimal,0.070231095,Optimal,10.82864475
20051231,0.479858517,Optimal,0.292695817,Optimal,1.639444399
20050930,0.759338707,Optimal,0.279987279,Optimal,2.712047168
20050630,0.91821881,Optimal,0.25868526,Optimal,3.549559833
20050331,0.984296587,Optimal,0.159624944,Optimal,6.166308118
20041231,0.920656049,Optimal,0.438709691,Optimal,2.098554162
20040930,1.000000007,Optimal,0.304549398,Optimal,3.283539594
20040630,1.007794389,Optimal,0.209872989,Optimal,4.801925174
20040331,1.006591178,Optimal,0.167107461,Optimal,6.023616016
20031231,0.544331293,Optimal,0.304828499,Optimal,1.785696858
20030930,0.511061948,Optimal,0.236172767,Optimal,2.163932594
20030630,0.837347672,Optimal,0.1437642,Optimal,5.824451922
20030331,0.880752668,Optimal,0.085955891,Optimal,10.24656547
20021231,0.617380048,Optimal,0.292064999,Optimal,2.113844694
20020930,0.296228056,Optimal,0.280069279,Optimal,1.057695644
20020630,0.87179065,Optimal,0.288288345,Optimal,3.024023218
20020331,0.227626838,Optimal,0.216328014,Optimal,1.052230053
20011231,1.500356788,Optimal,0.479479511,Optimal,3.129136393
20010630,1.951535534,Optimal,0.380963618,Optimal,5.122629678
20001231,3.035600881,Optimal,0.524461596,Optimal,5.78803273
20000630,0.621028297,Optimal,0.554959845,Optimal,1.11905087
19991231,5.981963395,Optimal,0.738070012,Optimal,8.104872565
19990630,1.005291303,Optimal,0.627643911,Optimal,1.601690521
19981231,2.467674134,Optimal,0.999999997,Optimal,2.467674142
19980630,15.52607416,Optimal,0.846439082,Optimal,18.34281344
19971231,2.3108444,Optimal,1.000000006,Optimal,2.310844386
19970630,0.999999978,Optimal,0.999999999,Optimal,0.999999979
19970331,1.175322082,Optimal,0.548648386,Optimal,2.142213686
19961231,1.472444702,Optimal,0.999999989,Optimal,1.472444717
19951231,1.851384239,Optimal,0.999999984,Optimal,1.851384268
19941231,0.999999994,Optimal,0.999999995,Optimal,0.999999999
